CNTYVTD,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"2850017",189,19
"2850019",220,24
"2850020",52,9
"2850023",647,102
"2850026",90,32
"2850027",114,10
"2850029",558,106
"2850030",764,134
"2850031",606,81
"2850032",150,14
"2870101",600,245
"2870102",68,62
"2870103",119,12
"2870201",348,24
"2870202",770,152
"2870203",188,32
"2870301",62,9
"2870302",626,161
"2870303",523,187
"2870304",102,32
"2870401",282,108
"2870402",46,33
"2870403",132,36
"2870404",288,126
"2870405",257,56
"2890001",713,126
"2890002",200,23
"2890003",310,50
"2890004",443,71
"2890005",300,48
"2890006",703,67
"2890007",321,30
"2890008",480,82
"2890009",171,17
"2890010",527,45
"2890011",402,77
"2890012",345,113
"2890013",415,32
"2890014",108,21
"289001A",115,12
"289005A",30,2
"289014A",104,18
"2910001",273,47
"2910002",452,64
"2910003",1026,111
"2910004",237,55
"2910005",887,199
"2910006",425,47
"2910007",545,249
"2910008",918,116
"2910009",1094,141
"2910010",1132,326
"2910011",204,195
"2910012",462,168
"2910013",239,27
"2910014",203,44
"2910015",168,57
"2910016",189,23
"2910017",236,31
"2910018",131,403
"2910019",600,248
"2910020",21,342
"2910021",1483,195
"2910022",1173,390
"2910023",596,233
"2910024",310,57
"2910025",425,48
"2910026",807,206
"2910027",141,21
"2910028",310,28
"2910029",528,76
"2910030",569,235
"2930101",646,223
"2930102",332,31
"2930103",336,78
"2930104",371,66
"2930201",188,97
"2930202",57,161
"2930203",33,69
"2930204",224,61
"2930205",154,83
"2930206",193,33
"2930301",546,175
"2930302",219,73
"2930303",81,12
"2930304",312,54
"2930305",146,31
"2930401",417,300
"2930402",219,26
"2930403",163,31
"2930404",230,22
"2930405",181,21
"2930406",109,16
"2950106",126,19
"2950202",78,7
"2950207A",178,18
"2950207B",1,0
"2950303",224,29
"2950308",78,13
"2950404",178,43
"2950409",52,9
"2970001",205,31
"2970002",385,81
"2970003",207,150
"2970004",395,71
"2970005",172,17
"2970006",118,11
"2970007",15,5
"2970008",69,8
"2970009",317,104
"2970010",205,26
"2970011",43,1
"2970012",85,8
"2970013",273,36
"2970014",484,78
"2990101",169,44
"2990102",320,70
"2990108",482,156
"2990109",1938,413
"2990203",1081,237
"2990204",431,132
"2990205",333,97
"2990307",1378,405
"2990410",1878,413
"3010001",13,3
"3010002",7,2
"3010003",18,1
"3010004",5,3
"3030001",514,806
"3030002",421,416
"3030003",262,796
"3030004",72,271
"3030005",107,231
"3030006",35,477
"3030007",957,319
"3030008",350,810
"3030009",977,487
"3030010",145,292
"3030012",839,329
"3030013",624,350
"3030014",311,268
"3030015",491,558
"3030016",273,310
"3030017",135,239
"3030018",244,338
"3030019",205,446
"3030020",26,432
"3030021",502,397
"3030022",650,345
"3030023",462,310
"3030024",385,419
"3030025",265,377
"3030026",320,514
"3030027",763,601
"3030028",917,494
"3030029",406,365
"3030030",899,492
"3030031",735,169
"3030033",1620,276
"3030034A",220,55
"3030034B",1,0
"3030035",315,64
"3030036",739,262
"3030038",303,264
"3030039",970,183
"3030040",37,277
"3030041",1051,233
"3030043",259,27
"3030044",545,156
"3030045",173,53
"3030046",1493,213
"3030047",900,443
"3030049",283,379
"3030050",291,436
"3030051",37,18
"3030052",1390,518
"3030053",770,503
"3030054",1702,406
"3030056",177,65
"3030057",849,399
"3030058",592,216
"3030059",749,500
"3030060",602,180
"3030062",996,352
"3030063",36,17
"3030064",0,0
"3030065",299,111
"3030066",1358,305
"3030067",699,388
"3030069",4,2
"3030072",940,499
"3030075",591,146
"3030076",663,295
"3030078",1453,352
"3030092",126,45
"3030096",28,24
"3030102",285,27
"3030104",518,111
"3030109",1653,366
"3030110",1739,410
"3030111",664,140
"3030112",151,15
"3030113",578,529
"3030114",128,195
"3030117",28,0
"3030118",596,295
"3030119",758,585
"3030120",1387,267
"3030121",1352,239
"3030122",488,194
"3030123",842,291
"3030124",955,264
"3030125",1045,304
"3030126",620,253
"3030127",1132,397
"3030128",1009,230
"3030129",1384,477
"3030131",0,0
"3030132",5,1
"3030135",120,21
"3030138",115,21
"3030140",1769,432
"3030141",943,457
"3030142A",35,23
"3030142B",0,0
"3030148",0,0
"3030151",472,108
"3030152",421,382
"3030153",75,416
"3030154",1362,396
"3030155",1240,155
"3030159",0,0
"3030160",1,0
"3030175",50,9
"3030178",167,13
"3030181",0,0
"3050001A",96,32
"3050001B",10,1
"3050002",133,40
"3050003",185,59
"3050004",307,37
"3050005",23,2
"3050006",144,41
"3050007",28,1
"3050008",14,2
"3050009",191,22
"3050010",2,0
"3050011",48,4
"3050012",50,18
"3050013",69,14
"3050014",50,45
"3070101",653,94
"3070102",75,14
"3070201A",227,99
"3070201B",1,1
"3070202",91,16
"3070301",495,81
"3070302",142,8
"3070401",276,50
"3070402",192,21
"3070403",91,11
"3090001",61,99
"3090002",52,127
"3090003",435,794
"3090004",35,47
"3090005",59,219
"3090006",61,207
"3090007",211,418
"3090008",209,358
"3090009",100,273
"3090010",101,694
"3090011",946,431
"3090012",68,1243
"3090013",28,30
"3090014",48,523
"3090015",90,40
"3090016",230,92
"3090017",253,251
"3090018",102,151
"3090019",1271,548
"3090020",38,141
"3090021",67,172
"3090022",65,118
"3090023",1668,550
"3090024",304,131
"3090025",233,436
"3090026",102,196
"3090027",70,280
"3090028",344,296
"3090029",172,225
"3090030",530,508
"3090031",641,554
"3090032",410,168
"3090033",628,346
"3090034",555,310
"3090035",133,271
"3090036",454,234
"3090037",214,282
"3090038",128,175
"3090039",78,243
"3090040",680,492
"3090041",504,377
"3090042",158,333
"3090043",97,102
"3090044",1932,727
"3090045",98,147
"3090046",33,77
"3090047",108,135
"3090048",67,111
"3090049",101,115
"3090050",249,377
"3090051",1641,889
"3090052",428,211
"3090053",80,84
"3090054",236,107
"3090055",582,108
"3090056",121,242
"3090057",280,287
"3090058",765,589
"3090059",1645,501
"3090060",1802,879
"3090061",1366,595
"3090062",1886,1025
"3090063",2053,594
"3090064",371,146
"3090065",488,113
"3090066",623,124
"3090067",1237,306
"3090068",520,126
"3090069",797,141
"3090070",199,23
"3090071",286,104
"3090072",422,127
"3090073",482,94
"3090074",374,67
"3090075",1574,355
"3090076",971,232
"3090077",720,145
"3090078",1512,490
"3090079",464,232
"3090080",1242,139
"3090081",1992,360
"3090082",1365,301
"3090083",269,64
"3090084",925,321
"3090085",167,223
"3090086",328,582
"3090087",260,374
"3090088",99,91
"3090089",7,18
"3090090",128,101
"3090091",933,313
"3110001",75,8
"3110003",100,14
"311002A",49,5
"311002B",53,4
"311004A",41,2
"311004B",54,6
"3130101",677,185
"3130202",787,209
"3130303",525,272
"3130404",1006,112
"3150001",187,95
"3150002",481,107
"3150003",228,59
"3150004",177,76
"3150005",301,79
"3150006",272,148
"3150007",161,217
"3150008",381,117
"3150009",175,50
"3150010",104,72
"3170001",275,63
"3170002",212,70
"3170003",307,33
"3170004",263,51
"317003A",125,11
"317004A",105,3
"3190101",377,96
"3190210",280,84
"3190302",471,103
"3190405",414,95
"3210002",334,81
"3210004",588,124
"3210005",769,279
"3210006",629,170
"3210007",107,15
"3210008",335,87
"3210009",57,47
"3210010",179,32
"3210012",108,35
"3210013",142,99
"321001A",1097,292
"321001B",1109,421
"321001C",121,327
"321001D",264,215
"321001E",340,308
"321001F",194,127
"321003A",520,325
"321003B",315,81
"323001A",52,208
"323001B",299,701
"323001C",354,1139
"323002A",37,223
"323002BA",23,76
"323002BB",47,148
"323002BC",184,600
"323002C",126,444
"323002D",22,25
"323003A",391,885
"323003B",398,985
"323003C",116,113
"323004A",89,273
"323004B",400,776
"323004C",105,310
"323004D",134,511
"325001A",754,139
"325001B",823,149
"325001C",1137,443
"325001D",1061,314
"325002A",741,386
"325002B",1429,383
"325002C",1548,522
"325003A",439,144
"325003B",249,55
"325003C",787,367
"325003D",300,593
"325004A",671,187
"325004B",1207,487
"325004C",373,330
"3270001",109,44
"3270002",143,32
"3270003",170,34
"3270004",108,25
"3270005",39,3
"3270006",59,7
"3290101A",317,43
"3290101B",10,1
"3290102",1146,405
"3290103",989,301
"3290104",179,123
"3290105",477,220
"3290106",1072,427
"3290107",1267,286
"3290108",145,41
"3290109",165,122
"3290110",1639,228
"3290201",1023,177
"3290202",2490,281
"3290203",312,63
"3290204",1470,233
"3290205",600,102
"3290206",991,154
"3290207",1343,271
"3290208",274,130
"3290210",651,177
"3290211",1095,277
"3290212",648,223
"3290302",940,267
"3290303",52,47
"3290304",161,225
"3290305",109,271
"3290306",212,442
"3290307",422,180
"3290308",553,964
"3290309",57,35
"3290310",117,67
"3290401",463,62
"3290402",165,30
"3290403",1691,291
"3290404",1280,277
"3290405",1185,268
"3290406",876,170
"3290407",1181,310
"3290408",1131,142
"3290409",834,179
"3290410",697,75
"3290411",2226,209
"329108A",161,37
"329109A",0,0
"329307A",77,44
"329309A",12,1
"329402A",396,76
"3310101",1008,281
"3310105",485,119
"3310203",192,42
"3310207",168,100
"3310210",261,70
"3310212",577,293
"3310316",315,83
"3310317",541,101
"3310318",869,362
"3310419",606,283
"3310420",832,287
"3330001",471,65
"3330002",246,25
"3330003",172,24
"3330006",138,21
"3330008",309,43
"3330009",301,47
"3330011",100,9
"3350001",425,78
"3350002",123,7
"3350003",376,93
"3350004",252,56
"3350025",168,55
"3350046",192,33
"3370002",1172,171
"3370003",655,78
"3370004",242,25
"3370005",423,58
"3370006",442,66
"3370007",547,79
"3370008",381,59
"3370009",567,93
"3370010",439,82
"3370011",431,79
"3370012",60,9
"3370013",516,65
"3370014",100,18
"3370015",234,27
"3370016",134,21
"3390001",1060,524
"3390002",833,297
"3390003",1940,1045
"3390004",658,467
"3390005",174,21
"3390006",1475,707
"3390007",809,179
"3390008",1425,195
"3390009",883,172
"3390010",255,690
"3390011",774,199
"3390012",637,215
"3390013",2605,447
"3390014",1426,605
"3390015",2261,535
"3390016",1417,244
"3390017",1486,290
"3390018A",2099,463
"3390018B",1,0
"3390019",1642,328
"3390020",643,360
"3390021",1309,534
"3390022",2167,481
"3390023",1206,466
"3390024",1200,447
"3390025",1235,239
"3390026",666,209
"3390027",1585,607
"3390028",1516,258
"3390029A",1838,333
"3390029B",112,20
"3390029C",199,35
"3390030A",1979,328
"3390030B",49,7
"3390030C",101,17
"3390030D",78,13
"3390031",2015,838
"3390032",910,673
"3390033",1307,602
"3390034",2145,773
"3390035",1995,758
"3390036",1104,299
"3390037",916,323
"3390038A",2623,442
"3390038B",6,1
"3390038C",46,8
"3390038D",22,4
"3390038E",1,0
"3390038F",22,4
"3390039",2358,355
"3390040",2500,670
"3390041",1483,227
"3390042",321,42
"3390043",2383,521
"3390044",811,390
"3390045",1257,476
"3390046",2042,1010
"3390047",1214,851
"3390048",1087,479
"3390049",953,510
"3390050",2031,342
"3390051",599,393
"3390052",1114,306
"3390053",1651,416
"3390054",501,160
"3390055",408,112
"3390056",1223,569
"3390057",1280,275
"3390058",1236,420
"3390059",821,284
"3390060",493,314
"3390061",1890,1103
"3390062",1181,602
"3390063",2810,552
"3390064",692,199
"3390065",2394,421
"3390066",1731,305
"3390067",1006,608
"3390068",1888,723
"3390069",1742,910
"3390070",1220,577
"3390071",1876,849
"3390072",2519,364
"3390073",640,290
"3390074",970,297
"3390075",2350,1168
"3390076",2295,446
"3390077",2334,430
"3390078",2163,937
"3390079",786,440
"3390080",2123,828
"3390081",1735,757
"3390082",2266,793
"3390083",612,111
"3390084",1111,967
"3390085",1459,315
"3390086",2764,496
"3390087",1204,580
"3390088A",2118,1184
"3390088B",63,35
"3390089A",2725,605
"3390089B",33,7
"3390089C",6,0
"3390090",2416,453
"3390090B",8,0
"3390090C",13,2
"3390091A",752,109
"3390092",1495,924
"3390093",1287,449
"3390094",473,249
"3390095",1163,747
"3390096A",1483,780
"3390096B",0,0
"3390096C",77,41
"3410101",777,225
"3410201",748,137
"3410202",799,104
"3410203",34,7
"3410301",394,162
"3410401",438,58
"3410402",28,91
"3430101",70,216
"3430102",78,128
"3430103",244,127
"3430202",477,119
"3430203",351,137
"3430302",357,160
"3430303",520,98
"3430401",795,269
"3450001",139,3
"3450002",56,8
"3450003",13,1
"3450004",118,11
"3450005",76,7
"3450006",71,13
"3470012",924,185
"3470013",679,115
"3470014",1298,323
"3470015",737,134
"3470016",1330,332
"3470017",108,96
"3470021",817,229
"3470022",27,30
"3470023",98,91
"3470024",175,477
"3470025",30,27
"3470026",756,840
"3470027",38,556
"3470030",58,135
"3470031",189,241
"3470032",827,1261
"3470033",1913,997
"3470034",41,38
"3470041",280,260
"3470042",558,298
"3470043",623,190
"3470044",847,154
"3470045",416,67
"3470046",436,107
"3470047",502,61
"3490101",538,324
"3490103",802,232
"3490104",280,78
"3490105",143,16
"3490106",195,66
"3490107",359,181
"3490108",213,41
"3490109",175,50
"3490200",93,231
"3490201",17,272
"3490202",71,232
"3490203",771,322
"3490204",119,44
"3490205",698,126
"3490206",283,42
"3490300",602,412
"3490301",105,71
"3490303",463,130
"3490304",320,42
"3490305",219,55
"3490306",135,19
"3490307",215,41
"3490308",185,34
"3490400",762,204
"3490401",127,91
"3490402",845,192
"3490403",709,94
"3490404",475,107
"3490405",401,50
"3490406",133,16
"3510001",401,75
"3510002",139,24
"3510003",321,31
"3510004",75,23
"3510005",254,26
"3510006",210,173
"3510007",80,38
"3510008A",108,41
"3510008B",29,10
"3510009",102,42
"3510010",172,29
"3510011",291,37
"3510012",72,15
"3510013",375,54
"3510014",66,111
"3510015",176,33
"3510016",136,26
"3510017",10,36
"3510018",124,10
"3510019",116,14
"3510020",19,80
"3510021",142,22
"3510022",86,103
"3530001",331,118
"3530002",484,93
"3530003",506,194
"3530004",348,238
"3530005",76,21
"3530006",425,101
"3530007",163,9
"3530008",98,11
"3530009",633,129
"3550001",267,263
"3550002",632,599
"3550003",1072,942
"3550004",369,685
"3550005",518,422
"3550006",1066,508
"3550007",55,186
"3550008",1131,1009
"3550009",560,310
"3550010",474,154
"3550011",142,142
"3550012",186,335
"3550013",69,330
"3550014",144,37
"3550015",176,140
"3550016",221,122
"3550017",510,800
"3550018",664,453
"3550019",1278,563
"3550020",404,884
"3550021",142,59
"3550022",89,99
"3550023",961,245
"3550024",48,198
"3550025",156,50
"3550026",1549,953
"3550027",106,136
"3550028",99,16
"3550029",989,790
"3550030",8,30
"3550031",29,146
"3550032",446,429
"3550033",41,121
"3550034",50,96
"3550035",52,241
"3550036",135,210
"3550037",142,398
"3550038",16,112
"3550039",112,129
"3550040",1751,595
"3550041",25,76
"3550042",150,104
"3550043",41,134
"3550044",40,198
"3550045",19,115
"3550046",16,59
"3550047",19,65
"3550048",263,398
"3550049",329,148
"3550050",100,149
"3550051",272,413
"3550052",55,240
"3550053",82,199
"3550054",127,460
"3550055",98,338
"3550056",83,224
"3550057",104,206
"3550058",313,353
"3550059",346,433
"3550060",40,268
"3550061",20,216
"3550062",52,209
"3550063",798,624
"3550064",377,202
"3550065",1061,873
"3550066",293,358
"3550067",977,878
"3550068",121,279
"3550069",258,476
"3550070",318,645
"3550071",120,392
"3550072",208,370
"3550073",96,410
"3550074",86,434
"3550075",99,519
"3550076",38,162
"3550077",10,79
"3550078",88,458
"3550079",72,289
"3550080",74,427
"3550081",1669,562
"3550082",53,113
"3550083",76,260
"3550084",113,183
"3550085",18,141
"3550086",185,182
"3550087",231,376
"3550088",559,587
"3550089",98,140
"3550090",143,181
"3550091",694,873
"3550092A",493,507
"3550092B",23,23
"3550093",257,703
"3550094",388,492
"3550095",83,216
"3550096",88,226
"3550097",87,279
"3550098",104,518
"3550099",32,130
"3550100",215,226
"3550101",766,608
"3550102",408,303
"3550103",651,417
"3550104",39,225
"3550105",52,313
"3550106",509,593
"3550107",1768,643
"3550108",69,166
"3550109",121,130
"3550110",364,225
"3550111",274,166
"3550112",586,595
"3550113",27,123
"3550114",63,97
"3550115",482,455
"3550116",929,1042
"3550117",1019,416
"3550118",424,714
"3550119",949,668
"3550120",508,497
"3550121",308,406
"3550122",1103,497
"3550123",588,369
"3550124",781,756
"3550125",1357,1205
"3550126",954,559
"3550127",658,263
"3570001",284,46
"3570002",433,54
"3570003",838,75
"3570004",563,68
"3590101",107,16
"3590103",95,6
"3590202",87,9
"3590203",103,13
"3590303",148,17
"3590403",81,11
"3590404",99,7
"3610001",107,26
"3610002",185,303
"3610003",81,410
"3610004",5,153
"3610005",368,371
"3610006",760,154
"3610007",607,224
"3610008",992,203
"3610009",828,162
"3610010",286,74
"3610011",171,76
"3610012",407,141
"3610013",363,227
"3610014",549,261
"3610015",727,171
"3610016",1145,131
"3610017",777,97
"3610018",834,127
"3610019",659,109
"3610020",549,86
"3610021",106,24
"3610022",550,68
"3610023",1193,152
"3610024",646,99
"3610025",682,132
"3610026",895,168
"3610027",905,126
"3610028",1445,196
"3610029",462,62
"3610030",439,62
"3610031",1076,154
"3610032",894,105
"3610033",611,95
"3610034",632,95
"3630001",300,67
"3630002",10,1
"3630003",469,74
"3630004",209,21
"3630005",192,53
"3630006",445,122
"3630007",258,37
"3630008",849,103
"3630009",225,29
"3630011",144,21
"3630012",196,42
"3630013",314,80
"3630014",80,18
"3630015",390,59
"3630016",219,23
"3630017",183,78
"3630018",77,16
"3630020",108,9
"3630021",347,101
"3630022",490,81
"3630023",498,164
"3630024",67,12
"3630025",56,11
"3630026",32,13
"3630027",690,190
"3630028",260,98
"3630029",294,132
"3630030",170,79
"3650001",841,184
"3650002",944,215
"3650003",570,163
"3650005",256,26
"3650007",293,84
"3650008",102,19
"3650009",328,52
"3650010",146,50
"3650012",251,9
"3650013",136,47
"3650014",232,22
"3650018",1007,176
"3650019",177,13
"3650020",175,4
"3650022",97,85
"3650026",75,29
"3650027",305,236
"3650028",936,174
"3650029",184,14
"3670100",1988,457
"3670105",1003,173
"3670110",638,186
"3670111",540,135
"3670115",956,224
"3670120",900,170
"3670125",1235,166
"3670130",1386,259
"3670135",724,128
"3670140",536,96
"3670200",591,193
"3670205",665,256
"3670210",925,119
"3670215",1708,266
"3670220",364,53
"3670225",624,99
"3670230",696,139
"3670235",556,73
"3670240",668,110
"3670245",718,117
"3670250",736,144
"3670255",822,203
"3670300",738,264
"3670305",1062,271
"3670310",577,231
"3670315",1801,436
"3670320",925,152
"3670325",924,148
"3670330",620,134
"3670335",1927,220
"3670340",510,60
"3670345",983,169
"3670350",1368,194
"3670400",1667,364
"3670405A",1602,301
"3670405B",137,25
"3670410",1003,244
"3670415",1218,333
"3670420",1121,191
"3670425",718,131
"3670430",1282,327
"3670435",1362,330
"3670440",2107,388
"3670445",1036,173
"3670450",1307,309
"3690101",509,107
"3690201",156,109
"3690202",120,7
"3690203",43,1
"3690301",425,65
"3690302",124,7
"3690303",31,4
"3690401",157,10
"3690402",80,55
"3710001",566,333
"3710002",425,363
"3710003",130,14
"3710004",301,62
"3710005",43,4
"3710006",24,22
"3710007",328,316
"3710009",100,28
"3710010",160,156
"3730001",167,21
"3730002",221,27
"3730003",593,185
"3730004",591,141
"3730005",1023,283
"3730006",1915,371
"3730007",248,88
"3730008",310,136
"3730009",285,70
"3730010",665,297
"3730011",139,44
"3730012",54,71
"3730013",195,17
"3730014",325,50
"3730015",440,55
"3730016",1707,288
"3730017",516,84
"3730018",90,176
"3730019",1369,607
"3730020",1383,617
"3730021",479,132
"3750121",969,244
"3750122",820,285
"3750123",1250,597
"3750124",1004,297
"3750125",1222,593
"3750126",723,378
"3750221",257,237
"3750222",263,186
"3750223",265,338
"3750224",579,418
"3750225",268,264
"3750321",1359,128
"3750322",100,17
"3750323",1876,319
"3750324",2132,504
"3750325",984,337
"3750326",1067,212
"3750327",462,99
"3750421",159,267
"3750422",445,713
"3750424",188,324
"3750425",247,310
"3750426",116,93
"3750427",89,99
"3770001",81,106
"3770002",42,128
"3770003",3,15
"3770004",38,219
"3770005",27,130
"3770006",11,4
"3770007",213,556
"3790101",617,66
"3790102",319,72
"3790203",738,99
"3790204",308,41
"3790305",448,75
"3790306",420,135
"3790407",468,82
"3790408",395,77
"3810110",2433,359
"3810111",1385,626
"3810112",1016,439
"3810114",1078,386
"3810123",625,242
"3810208",2792,605
"3810220",893,219
"3810222",2175,440
"3810227",2597,512
"3810228",2509,544
"3810230",1612,302
"3810305",1273,253
"3810306",1830,421
"3810307",1826,351
"3810309",1667,209
"3810324",2619,536
"3810325",2031,264
"3810415",1837,483
"3810418",2238,564
"3810421",1309,381
"3810426",1477,217
"3810429",1721,582
"3830001",68,34
"3830002",244,37
"3830003A",176,35
"3830003B",19,0
"3830004",160,28
"3850001",369,64
"3850002",405,54
"3850003",190,53
"3850004",137,20
"3850006",162,25
"3850007",44,4
"3870001",43,5
"3870002",249,114
"3870003",303,259
"3870004",300,171
"3870005",487,61
"3870007",122,27
"3870009",164,11
"3870010",113,7
"3870011",68,10
"3870013",279,53
"3870014",98,19
"3870017",124,19
"3870018",78,11
"3870019",202,31
"3870020",44,39
"3870021",64,25
"3870024",87,26
"3870027",213,15
"3870028",99,40
"3870029",75,27
"3870030",67,3
"3870031",84,6
"3890001",36,62
"3890002",110,159
"3890003",151,163
"3890004",24,6
"3890005",78,103
"3890006",22,27
"3890007",169,137
"3890008",51,63
"3890010",116,169
"3890011",69,169
"3890012",192,157
"3910001",89,94
"3910002",387,107
"3910003",280,96
"3910004",44,129
"391001A",96,144
"391002A",110,17
"391002B",101,53
"391003A",258,84
"391004A",121,99
"391004B",71,41
"3930001",114,1
"3930002",116,4
"3930003",78,9
"39304-1",63,2
"39304-2",65,3
"3950001",368,339
"3950002",443,292
"3950003",309,48
"3950004",267,37
"3950005",612,214
"3950006",687,165
"3950007",21,24
"3950008",163,18
"3950011",474,147
"3950013",116,13
"3950016",78,14
"3950018",46,6
"3950019",309,39
"3950022",93,450
"3950023",145,165
"3970001",2337,953
"3970002",1906,711
"3970003",135,137
"3970004",1202,309
"397001A",1383,735
"397001B",2771,858
"397001C",1610,487
"397002A",1838,877
"397002B",762,407
"397002C",2714,694
"397003A",340,400
"397003B",975,724
"397003C",1510,310
"397003D",3156,877
"397004A",2992,1507
"397004B",539,268
"397004C",1303,473
"3990001",567,97
"3990002",45,15
"3990003",559,84
"3990004A",131,25
"3990004B",7,0
"3990005",94,6
"3990006",77,5
"3990007",372,57
"3990008",358,35
"3990009",370,50
"3990010",225,14
"4010111",422,82
"4010112",786,161
"4010113",1195,305
"4010114",656,144
"4010201",368,90
"4010212",418,82
"4010213",830,179
"4010214",1145,346
"4010215",820,292
"4010302",284,259
"4010303",380,317
"4010314A",471,55
"4010314B",43,4
"4010315",409,38
"4010316",239,20
"4010317",173,122
"4010318",464,128
"4010319",114,87
"4010404",800,154
"4010405",577,136
"4010416",406,79
"4010417",582,162
"4010418",955,227
"4030001",937,98
"4030002",748,92
"4030003",151,76
"4030004",134,11
"4030005",482,46
"4030006",778,121
"4030007",42,51
"4030008",142,20
"4050001",418,220
"4050002",108,85
"4050003",91,38
"4050004",152,61
"4050005",164,26
"4050006",148,23
"4050007",158,35
"4050008",332,31
"4050009",444,58
"4050010",189,23
"4050011",6,153
"4070001",1155,320
"4070002",1290,333
"4070003",542,128
"4070004",387,29
"4070005",867,134
"4070006",972,213
"4070007",905,305
"4070008",443,138
"4070010",278,54
"4070013",301,60
"4070014",249,100
"4090101",114,106
"4090102",564,551
"4090103",169,26
"4090104",412,229
"4090105",174,459
"4090106",410,227
"4090107",86,45
"4090108",1445,521
"4090109",942,364
"4090110",435,333
"4090111",22,3
"4090112",72,330
"4090113",125,287
"4090114",643,215
"4090115",1309,408
"4090116",1688,491
"4090117",158,61
"4090118",318,541
"4090119",457,186
"4090120",284,96
"4090121",618,290
"4090122",264,120
"4090123",30,23
"4090124",573,763
"4090125",18,8
"4110001",459,67
"411002A",321,33
"411002B",152,14
"411003A",232,45
"411003B",162,29
"411004A",410,35
"411004B",62,5
"4130001",203,73
"4130002",183,56
"4130003",48,40
"4130004",275,45
"4150005",56,7
"4150006",135,18
"4150007",951,152
"4150008",361,53
"4150009",253,18
"4150010",636,73
"4150011",69,5
"4150012",502,118
"4150013",224,39
"4150014",66,14
"4150015",398,148
"4170101",275,32
"4170202",332,18
"4170303",132,9
"4170307",157,12
"4170404",22,0
"4170405",106,13
"4170406A",137,16
"4170406B",2,0
"4190002",381,41
"4190003",164,9
"4190004",336,53
"4190005",902,93
"4190006",260,53
"4190007",291,119
"4190008",366,176
"419001N",579,112
"419001S",695,169
"419001W",203,33
"419009N",461,112
"419009S",402,76
"41901SE",262,345
"41901SW",562,91
"4210101",36,5
"4210102",102,18
"4210201",68,17
"4210202",61,0
"4210301",64,11
"4210302",107,10
"4210401",261,22
"4230001",58,95
"4230002",57,233
"4230003",1050,378
"4230004",370,341
"4230005",2078,320
"4230006",376,90
"4230007",809,242
"4230008",593,178
"4230009",42,97
"4230010",691,788
"4230011",117,631
"4230012",260,764
"4230013",20,674
"4230014",561,325
"4230015",2602,363
"4230016",70,501
"4230017",472,53
"4230018",42,570
"4230019",2293,410
"4230020",114,156
"4230021",717,218
"4230022",137,111
"4230023",911,380
"4230025",981,287
"4230026",1226,240
"4230027",609,333
"4230028",1764,350
"4230029",817,216
"4230030",2157,389
"4230031",1874,341
"4230032",1172,337
"4230034",166,498
"4230035",520,766
"4230036",266,966
"4230037",952,200
"4230038",835,409
"4230039",120,138
"4230040",2578,444
"4230041",1817,307
"4230042",1960,425
"4230043",388,189
"4230044",1196,742
"4230045",710,76
"4230046",402,171
"4230047",138,65
"4230048",114,90
"4230049",41,72
"4230050",1129,349
"4230052",1032,184
"4230054",1335,523
"4230055",1679,853
"4230056",1511,507
"4230058",1499,423
"4230059",1619,456
"4230060",89,148
"4230061",611,482
"4230063",6,30
"4230064",48,37
"4230065",35,38
"4230066",169,154
"4230070",186,102
"4230071",2000,461
"4230072",70,43
"4230073",161,145
"4230074",167,30
"4230075",1682,245
"4230076",69,173
"4230077",117,97
"4230078",77,17
"4230079",1628,408
"4230080",10,2
"4230081",42,83
"4230082",8,11
"4250001",613,110
"4250002",875,172
"4250003",754,161
"4250004",759,125
"4270001",254,631
"4270002",297,878
"4270003",133,420
"4270004",126,128
"4270005",16,31
"4270006",501,2151
"4270007",59,270
"4270008",160,697
"4270009",215,771
"4270010",459,1340
"4291-11",489,73
"4292-11",618,78
"4292-19A",41,1
"4292-19B",96,7
"4292-19C",0,0
"4293-11",216,48
"4293-19",237,18
"4294-11",270,49
"4294-19",447,40
"4295-11",188,10
"4310001A",95,7
"4310001B",28,4
"4310002A",63,9
"4310002B",6,0
"4310002C",10,1
"4310002D",3,0
"4310003",138,5
"4310004",101,9
"4330001",129,21
"4330002",119,34
"4330003",117,26
"4330004",98,39
"4350101",148,79
"4350201",269,38
"4350301",359,75
"4350401",151,68
"4370001",196,67
"4370002",351,124
"4370003",315,86
"4370004",81,53
"4370006",118,44
"4370007",199,37
"4370009",14,8
"4370011",112,39
"4391001",482,571
"4391004",663,631
"4391005",21,332
"4391008",4,109
"4391009",477,325
"4391010",27,118
"4391011",30,323
"4391012",452,783
"4391013",140,994
"4391014",108,170
"4391015",215,410
"4391019",60,235
"4391021",1187,571
"4391022",414,332
"4391023",1314,1248
"4391024",1051,645
"4391025",276,645
"4391034",1426,412
"4391056",26,109
"4391059",18,194
"4391061",5,51
"4391062",8,12
"4391064",0,0
"4391066",121,253
"4391071",373,767
"4391074",22,261
"4391075",56,292
"4391076",311,428
"4391078",14,342
"4391079",19,434
"4391080",24,473
"4391081",270,158
"4391082",108,176
"4391083",57,322
"4391084",0,0
"4391085",120,219
"4391088",85,428
"4391089",20,557
"4391090",23,519
"4391094",284,591
"4391095",370,219
"4391098",48,606
"4391099",88,247
"4391103",606,295
"4391104",107,1164
"4391105",571,513
"4391106",15,898
"4391108",567,536
"4391109",116,353
"4391111",1302,356
