CNTYVTD,CraddickR_18G_RR Comm 1,McAllenD_18G_RR Comm 1,WrightL_18G_RR Comm 1
"3550090",150,167,13
"3550091",707,803,57
"3550092A",508,456,39
"3550092B",23,21,2
"3550093",250,682,26
"3550094",400,441,40
"3550095",79,208,13
"3550096",89,210,15
"3550097",92,269,7
"3550098",102,498,19
"3550099",34,122,5
"3550100",211,211,18
"3550101",749,587,35
"3550102",390,303,15
"3550103",652,376,34
"3550104",37,224,4
"3550105",47,304,12
"3550106",515,564,27
"3550107",1768,572,62
"3550108",69,162,2
"3550109",120,126,7
"3550110",344,213,27
"3550111",271,152,15
"3550112",585,560,27
"3550113",27,121,5
"3550114",59,98,4
"3550115",483,426,28
"3550116",939,954,67
"3550117",1009,363,59
"3550118",419,676,42
"3550119",946,611,60
"3550120",507,469,30
"3550121",311,381,23
"3550122",1090,463,43
"3550123",587,328,37
"3550124",790,685,48
"3550125",1370,1102,91
"3550126",943,507,52
"3550127",670,220,28
"3570001",292,33,8
"3570002",437,44,8
"3570003",840,45,32
"3570004",571,54,10
"3590101",107,13,2
"3590103",96,4,1
"3590202",84,9,3
"3590203",104,11,2
"3590303",148,15,2
"3590403",80,8,4
"3590404",102,4,1
"3610001",107,26,1
"3610002",177,292,18
"3610003",78,403,9
"3610004",5,154,0
"3610005",381,339,10
"3610006",738,148,24
"3610007",595,207,25
"3610008",986,192,14
"3610009",817,149,22
"3610010",282,74,7
"3610011",167,72,6
"3610012",397,136,13
"3610013",364,204,21
"3610014",545,251,17
"3610015",721,164,17
"3610016",1124,120,19
"3610017",779,82,12
"3610018",820,116,20
"3610019",646,97,21
"3610020",539,77,17
"3610021",105,21,4
"3610022",549,59,8
"3610023",1174,142,27
"3610024",641,86,15
"3610025",678,114,20
"3610026",900,149,18
"3610027",887,124,19
"3610028",1439,169,31
"3610029",461,56,10
"3610030",439,54,8
"3610031",1054,144,25
"3610032",892,90,18
"3610033",610,88,9
"3610034",632,84,11
"3630001",305,58,6
"3630002",10,0,1
"3630003",470,68,5
"3630004",203,22,6
"3630005",194,45,6
"3630006",444,109,20
"3630007",258,32,6
"3630008",847,91,16
"3630009",228,25,3
"3630011",143,21,3
"3630012",199,37,7
"3630013",310,74,12
"3630014",79,18,1
"3630015",387,59,4
"3630016",217,21,5
"3630017",183,73,3
"3630018",80,12,1
"3630020",108,8,1
"3630021",342,98,13
"3630022",492,65,16
"3630023",510,138,17
"3630024",64,11,1
"3630025",56,9,3
"3630026",32,12,1
"3630027",686,179,22
"3630028",258,98,5
"3630029",294,124,9
"3630030",162,80,7
"3650001",838,173,15
"3650002",940,202,16
"3650003",563,154,12
"3650005",254,24,4
"3650007",290,78,11
"3650008",101,16,4
"3650009",321,51,8
"3650010",145,49,3
"3650012",248,7,4
"3650013",134,45,3
"3650014",234,18,4
"3650018",999,170,21
"3650019",177,11,3
"3650020",172,4,2
"3650022",97,82,2
"3650026",74,29,1
"3650027",302,237,2
"3650028",926,166,16
"3650029",185,11,2
"3670100",1967,408,72
"3670105",982,159,38
"3670110",625,164,39
"3670111",536,126,15
"3670115",936,203,43
"3670120",891,150,29
"3670125",1221,144,33
"3670130",1378,240,28
"3670135",709,128,18
"3670140",534,83,14
"3670200",577,170,34
"3670205",644,228,49
"3670210",908,109,31
"3670215",1661,254,63
"3670220",362,45,10
"3670225",618,90,19
"3670230",693,129,15
"3670235",544,69,17
"3670240",656,107,18
"3670245",718,107,13
"3670250",717,132,30
"3670255",811,189,24
"3670300",736,234,31
"3670305",1044,255,39
"3670310",578,207,26
"3670315",1792,381,58
"3670320",916,137,26
"3670325",917,135,25
"3670330",618,117,18
"3670335",1905,200,39
"3670340",506,53,12
"3670345",976,155,22
"3670350",1343,173,49
"3670400",1657,329,41
"3670405A",1583,270,51
"3670405B",136,23,4
"3670410",1002,209,36
"3670415",1201,309,45
"3670420",1106,170,37
"3670425",706,112,28
"3670430",1279,288,49
"3670435",1353,296,40
"3670440",2086,348,67
"3670445",1039,159,17
"3670450",1291,288,43
"3690101",509,102,11
"3690201",153,103,10
"3690202",120,8,0
"3690203",41,0,3
"3690301",414,63,12
"3690302",120,7,4
"3690303",28,6,1
"3690401",151,13,4
"3690402",80,53,4
"3710001",574,312,23
"3710002",444,330,21
"3710003",128,14,3
"3710004",293,51,27
"3710005",45,4,0
"3710006",28,18,1
"3710007",328,302,18
"3710009",100,23,5
"3710010",163,143,12
"3730001",167,20,1
"3730002",216,28,4
"3730003",588,164,24
"3730004",590,128,10
"3730005",1024,256,31
"3730006",1909,336,46
"3730007",247,86,6
"3730008",308,133,4
"3730009",283,68,3
"3730010",659,289,12
"3730011",142,42,1
"3730012",60,56,7
"3730013",187,20,4
"3730014",325,44,6
"3730015",427,52,14
"3730016",1696,271,36
"3730017",514,78,8
"3730018",89,173,4
"3730019",1360,570,46
"3730020",1363,567,64
"3730021",480,117,13
"3750121",959,214,31
"3750122",816,252,40
"3750123",1256,524,63
"3750124",1007,264,41
"3750125",1224,528,69
"3750126",716,344,46
"3750221",255,225,15
"3750222",256,179,15
"3750223",264,324,12
"3750224",577,388,29
"3750225",255,256,20
"3750321",1332,120,39
"3750322",101,14,2
"3750323",1866,292,42
"3750324",2120,449,65
"3750325",998,286,40
"3750326",1071,186,32
"3750327",444,85,28
"3750421",159,255,13
"3750422",437,689,33
"3750424",190,306,16
"3750425",242,301,13
"3750426",118,90,2
"3750427",90,96,3
"3770001",80,103,7
"3770002",45,120,7
"3770003",3,15,0
"3770004",36,211,13
"3770005",26,127,6
"3770006",11,4,0
"3770007",203,529,39
"3790101",614,59,16
"3790102",323,61,8
"3790203",741,86,10
"3790204",304,41,5
"3790305",438,73,15
"3790306",417,132,6
"3790407",468,77,6
"3790408",386,74,13
"3810110",2414,326,49
"3810111",1373,585,48
"3810112",1014,378,68
"3810114",1062,354,41
"3810123",637,202,32
"3810208",2764,544,88
"3810220",876,200,39
"3810222",2167,385,60
"3810227",2585,461,55
"3810228",2487,503,65
"3810230",1583,281,49
"3810305",1262,221,44
"3810306",1796,387,75
"3810307",1818,304,58
"3810309",1645,183,47
"3810324",2625,461,73
"3810325",2014,231,56
"3810415",1830,433,56
"3810418",2208,495,99
"3810421",1295,325,68
"3810426",1460,189,52
"3810429",1731,519,56
"3830001",67,33,2
"3830002",250,27,5
"3830003A",177,30,3
"3830003B",22,0,0
"3830004",163,27,2
"3850001",367,60,9
"3850002",404,48,9
"3850003",183,53,6
"3850004",135,20,5
"3850006",161,22,8
"3850007",42,3,0
"3870001",44,4,0
"3870002",247,112,6
"3870003",300,249,9
"3870004",300,167,8
"3870005",478,59,9
"3870007",123,26,1
"3870009",163,11,0
"3870010",111,6,2
"3870011",68,9,1
"3870013",282,46,6
"3870014",100,14,3
"3870017",126,17,3
"3870018",78,9,0
"3870019",195,35,3
"3870020",44,38,1
"3870021",66,23,1
"3870024",83,27,0
"3870027",214,12,2
"3870028",97,39,3
"3870029",75,27,0
"3870030",67,3,1
"3870031",79,7,4
"3890001",36,62,3
"3890002",113,145,6
"3890003",157,151,10
"3890004",24,5,1
"3890005",80,96,6
"3890006",19,24,5
"3890007",172,126,12
"3890008",45,63,5
"3890010",123,155,9
"3890011",77,151,11
"3890012",192,142,19
"3910001",91,93,0
"3910002",386,95,13
"3910003",277,85,13
"3910004",42,126,2
"391001A",94,140,6
"391002A",107,18,3
"391002B",104,45,5
"391003A",260,76,4
"391004A",122,94,8
"391004B",66,44,4
"3930001",112,2,3
"3930002",111,3,5
"3930003",80,6,3
"39304-1",63,2,0
"39304-2",64,3,1
"3950001",353,339,19
"3950002",441,270,28
"3950003",313,39,6
"3950004",274,27,7
"3950005",610,210,17
"3950006",690,147,22
"3950007",21,24,0
"3950008",164,16,1
"3950011",470,132,23
"3950013",115,13,3
"3950016",82,10,2
"3950018",46,5,2
"3950019",307,32,11
"3950022",89,446,11
"3950023",141,158,13
"3970001",2347,861,74
"3970002",1915,637,65
"3970003",138,129,5
"3970004",1201,279,34
"397001A",1370,684,67
"397001B",2735,783,99
"397001C",1601,438,52
"397002A",1827,788,88
"397002B",756,370,38
"397002C",2708,621,76
"397003A",337,384,20
"397003B",972,661,54
"397003C",1527,264,30
"397003D",3159,806,66
"397004A",2990,1370,134
"397004B",541,239,24
"397004C",1293,428,49
"3990001",567,87,16
"3990002",45,10,2
"3990003",565,70,11
"3990004A",127,24,5
"3990004B",7,0,0
"3990005",90,7,3
"3990006",77,5,1
"3990007",369,55,5
"3990008",357,30,7
"3990009",361,48,12
"3990010",221,15,3
"4010111",414,79,11
"4010112",776,152,19
"4010113",1196,283,21
"4010114",654,135,11
"4010201",370,85,6
"4010212",414,82,9
"4010213",830,166,16
"4010214",1140,329,24
"4010215",819,282,14
"4010302",287,251,7
"4010303",366,315,14
"4010314A",465,55,7
"4010314B",42,5,0
"4010315",407,34,10
"4010316",239,18,6
"4010317",173,118,5
"4010318",457,125,8
"4010319",111,87,5
"4010404",798,138,25
"4010405",569,125,18
"4010416",402,77,8
"4010417",572,153,16
"4010418",948,225,16
"4030001",926,91,20
"4030002",747,83,11
"4030003",146,68,11
"4030004",136,8,1
"4030005",484,40,7
"4030006",768,111,18
"4030007",43,49,1
"4030008",144,17,2
"4050001",414,215,15
"4050002",105,85,2
"4050003",91,37,2
"4050004",150,59,4
"4050005",162,25,3
"4050006",144,24,2
"4050007",156,37,2
"4050008",332,25,8
"4050009",443,50,9
"4050010",189,19,4
"4050011",6,151,2
"4070001",1137,303,37
"4070002",1291,306,27
"4070003",526,126,21
"4070004",391,21,10
"4070005",856,124,24
"4070006",962,207,18
"4070007",892,286,25
"4070008",446,122,15
"4070010",273,46,9
"4070013",293,56,10
"4070014",248,91,12
"4090101",110,102,7
"4090102",545,541,23
"4090103",167,26,2
"4090104",405,219,10
"4090105",173,450,10
"4090106",404,211,25
"4090107",86,43,3
"4090108",1439,459,74
"4090109",930,332,46
"4090110",423,320,23
"4090111",22,3,0
"4090112",64,335,1
"4090113",117,283,9
"4090114",638,202,18
"4090115",1296,396,29
"4090116",1662,441,67
"4090117",157,60,6
"4090118",319,528,15
"4090119",454,164,25
"4090120",282,89,9
"4090121",599,273,31
"4090122",262,110,11
"4090123",30,21,1
"4090124",575,740,21
"4090125",18,6,1
"4110001",453,63,9
"411002A",318,31,7
"411002B",151,14,2
"411003A",225,42,8
"411003B",161,29,4
"411004A",405,36,2
"411004B",61,5,1
"4130001",203,63,10
"4130002",184,48,6
"4130003",49,36,3
"4130004",273,45,4
"4150005",58,5,0
"4150006",136,15,2
"4150007",948,140,19
"4150008",358,45,10
"4150009",257,15,1
"4150010",631,67,10
"4150011",67,5,2
"4150012",497,110,15
"4150013",220,39,7
"4150014",71,8,1
"4150015",393,136,23
"4170101",275,30,3
"4170202",328,18,4
"4170303",135,6,2
"4170307",160,10,0
"4170404",21,1,1
"4170405",104,11,3
"4170406A",132,21,2
"4170406B",2,0,0
"4190002",377,42,8
"4190003",166,10,1
"4190004",336,53,2
"4190005",911,90,10
"4190006",263,48,3
"4190007",299,115,3
"4190008",368,178,7
"419001N",570,104,20
"419001S",703,157,11
"419001W",199,33,7
"419009N",471,107,8
"419009S",410,72,8
"41901SE",255,348,11
"41901SW",579,84,6
"4210101",36,4,0
"4210102",98,20,1
"4210201",68,16,1
"4210202",60,0,1
"4210301",63,7,5
"4210302",109,8,1
"4210401",259,18,8
"4230001",58,96,0
"4230002",55,229,6
"4230003",1064,322,51
"4230004",374,325,12
"4230005",2055,308,46
"4230006",372,85,10
"4230007",792,231,28
"4230008",588,174,10
"4230009",41,95,3
"4230010",685,769,32
"4230011",114,621,13
"4230012",257,748,26
"4230013",24,664,8
"4230014",556,312,24
"4230015",2586,325,62
"4230016",65,500,6
"4230017",468,49,9
"4230018",37,564,12
"4230019",2255,368,71
"4230020",110,153,7
"4230021",729,187,19
"4230022",138,105,5
"4230023",920,351,26
"4230025",974,266,40
"4230026",1213,226,29
"4230027",605,309,31
"4230028",1739,327,49
"4230029",804,209,25
"4230030",2130,350,72
"4230031",1843,317,51
"4230032",1146,323,38
"4230034",166,486,12
"4230035",517,736,35
"4230036",258,961,22
"4230037",949,187,17
"4230038",842,363,40
"4230039",122,134,2
"4230040",2572,405,60
"4230041",1811,287,34
"4230042",1949,385,60
"4230043",388,171,25
"4230044",1180,720,43
"4230045",704,71,12
"4230046",403,165,8
"4230047",138,63,2
"4230048",115,83,9
"4230049",41,73,0
"4230050",1127,321,35
"4230052",1009,184,24
"4230054",1324,486,44
"4230055",1652,811,76
"4230056",1494,466,65
"4230058",1497,387,39
"4230059",1620,411,40
"4230060",90,143,4
"4230061",616,454,30
"4230063",6,29,1
"4230064",49,36,0
"4230065",35,38,0
"4230066",165,149,11
"4230070",182,96,10
"4230071",2009,411,47
"4230072",71,42,1
"4230073",164,137,6
"4230074",163,25,8
"4230075",1674,228,29
"4230076",69,172,2
"4230077",119,87,8
"4230078",77,19,0
"4230079",1593,398,55
"4230080",10,2,0
"4230081",43,81,2
"4230082",9,11,0
"4250001",609,98,15
"4250002",872,155,24
"4250003",746,143,37
"4250004",750,121,24
"4270001",228,632,26
"4270002",252,894,35
"4270003",104,432,24
"4270004",118,128,9
"4270005",13,33,1
"4270006",417,2176,99
"4270007",57,273,7
"4270008",158,692,13
"4270009",191,770,26
"4270010",405,1345,55
"4291-11",489,59,13
"4292-11",628,71,5
"4292-19A",41,1,0
"4292-19B",94,6,2
"4292-19C",0,0,0
"4293-11",215,44,8
"4293-19",232,18,5
"4294-11",267,43,10
"4294-19",443,32,14
"4295-11",189,8,2
"4310001A",95,5,1
"4310001B",27,3,1
"4310002A",64,9,0
"4310002B",6,0,0
"4310002C",10,1,1
"4310002D",3,0,0
"4310003",139,4,0
"4310004",102,9,1
"4330001",126,16,6
"4330002",122,33,2
"4330003",119,22,1
"4330004",100,36,4
"4350101",148,80,3
"4350201",268,37,2
"4350301",358,76,5
"4350401",148,67,3
"4370001",198,59,8
"4370002",346,118,13
"4370003",316,73,13
"4370004",80,54,3
"4370006",115,43,3
"4370007",192,38,7
"4370009",15,7,0
"4370011",111,35,5
"4391001",503,516,38
"4391004",661,587,53
"4391005",22,320,12
"4391008",2,110,2
"4391009",475,302,29
"4391010",24,116,5
"4391011",33,318,5
"4391012",452,739,50
"4391013",138,970,28
"4391014",110,161,7
"4391015",214,386,26
"4391019",61,226,9
"4391021",1166,544,54
"4391022",402,319,24
"4391023",1299,1181,92
"4391024",1056,597,47
"4391025",270,624,26
"4391034",1418,383,41
"4391056",20,109,7
"4391059",20,186,2
"4391061",5,47,3
"4391062",8,11,0
"4391064",0,0,0
"4391066",111,246,17
"4391071",371,722,48
"4391074",23,255,5
"4391075",56,286,5
"4391076",315,391,41
"4391078",12,343,5
"4391079",19,424,8
"4391080",25,459,9
"4391081",274,147,7
"4391082",102,172,11
"4391083",54,316,8
"4391084",0,0,0
"4391085",117,212,12
"4391088",83,414,18
"4391089",19,550,8
"4391090",21,512,8
"4391094",284,557,37
"4391095",370,204,19
"4391098",48,600,8
"4391099",87,239,9
"4391103",595,281,25
"4391104",112,1126,31
"4391105",567,483,44
"4391106",10,890,14
"4391108",584,486,46
"4391109",110,336,22
"4391111",1288,322,46
"4391117",638,514,44
"4391119",914,1577,97
"4391120",62,1171,16
"4391126",299,681,33
"4391127",32,688,11
"4391132",22,607,11
"4391133",448,583,43
"4391142",382,364,37
"4391146",466,861,38
"4391149",208,854,19
"4391150",217,577,13
"4391151",253,368,29
"4391153",48,802,13
"4391154",30,170,5
"4391165",53,87,6
"4391167",417,433,46
"4391170",492,937,57
"4391175",354,457,25
"4391184",184,267,9
"4391186",302,101,3
"4391188",10,260,3
"4391189",668,736,49
"4391197",1213,1232,101
"4391198",65,113,6
"4391199",167,107,6
"4391206",1006,484,70
"4391207",583,723,44
"4391208",1983,865,104
"4391211",45,851,19
"4391227",613,1576,81
"4391236",139,207,19
"4391237",104,242,10
"4391238",547,966,42
"4391241",32,75,7
"4391244",68,33,0
"4391251",288,1408,53
"4391255",546,1140,45
"4391257",267,529,24
"4391264",586,460,32
"4391265",499,700,28
"4391270",140,159,16
"4391271",1148,386,49
"4391273",314,676,31
"4391277A",442,401,34
"4391277B",0,0,0
"4391278",176,856,27
"4391279",326,850,40
"4391291",40,964,15
"4391292",167,599,24
"4391293",86,525,15
"4391294",1390,861,81
"4391295",125,288,10
"4391296",859,629,48
"4391297",51,1163,16
"4391298",647,683,49
"4391300",380,831,40
"4391301",123,862,18
"4391311",228,795,30
"4391337",1001,426,49
"4391339",946,652,59
"4391345",92,97,4
"4391346",19,394,5
"4391347",1203,1544,78
"4391348",386,116,16
"4391351",0,0,0
"4391352",265,113,10
"4391366",0,0,0
"4391376",1,4,1
"4391377",1131,1139,82
"4391378",451,1350,47
"4391380",378,453,31
"4391382",271,847,28
"4391388",443,923,44
"4391394",0,0,0
"4391404",7,11,0
"4391407",12,28,0
"4391408",27,63,3
"4391412",0,0,0
"4391414",5,21,0
"4391415",117,460,12
"4391416",43,43,6
"4391418",0,0,0
"4391420",0,0,0
"4391423",1445,495,43
"4391424",11,6,0
"4391427",0,2,1
"4391430",1,3,0
"4391431",793,303,27
"4391434",3,0,0
"4391436",199,282,16
"4391437",249,215,12
"4391439",7,48,0
"4391440",193,766,27
"4391441",72,301,18
"4391444",9,25,1
"4391445",18,29,7
"4391455",0,0,0
"4391457",2,1,0
"4391459",228,722,36
"4391460",252,916,34
"4391463",186,550,35
"4391472",70,51,1
"4391473",13,29,2
"4391476",14,30,1
"4391477",51,366,8
"4391479",16,68,3
"4391481",27,141,6
"4391482",31,258,5
"4391489",249,700,41
"4391490",82,192,12
"4391491",1,0,0
"4391501",110,165,7
"4391504",914,200,36
"4391514",0,0,0
"4391515",9,7,1
"4391518",84,297,9
"4391543",0,0,0
"4391544",0,2,0
"4391547",0,0,0
"4391549",0,0,0
"4391550",1,19,0
"4391555",1,0,0
"4391559",30,88,1
"4391564",0,0,0
"4391576",3,75,0
"4391577",58,411,7
"4391578",155,554,23
"4391586",0,1,0
"4391589",41,62,8
"4391594",0,0,0
"4391597",36,207,4
"4391603",315,855,42
"4391605",0,0,0
"4391607",0,0,0
"4391608",240,318,28
"4391610",0,0,0
"4391611",4,4,0
"4391617",3,9,2
"4391619",2,9,0
"4391621",16,38,2
"4391622",15,12,2
"4391623",0,0,0
"4391625",0,0,0
"4391627",121,45,5
"4391628",0,0,0
"4391631",55,83,5
"4391633",8,9,0
"4391639",419,1605,58
"4391641",968,1462,70
"4391642",308,882,23
"4391651",0,0,0
"4391652",0,79,1
"4391672",0,0,0
"4391674",0,0,0
"4391676",49,98,5
"4391677",7,9,2
"4391678",1,4,0
"4391679",0,0,0
"4391684",128,147,12
"4391701",288,329,19
"4391704",740,396,34
"4392002",0,3,0
"4392003",348,239,26
"4392007",895,457,47
"4392026",690,486,47
"4392027",205,359,23
"4392028",518,260,37
"4392029",1661,891,90
"4392030",387,1256,40
"4392031",753,1854,69
"4392033",554,476,50
"4392052",507,785,59
"4392055",710,524,40
"4392058",0,0,0
"4392100",132,132,21
"4392112",894,357,33
"4392134",129,208,11
"4392143",172,209,19
"4392145",238,544,29
"4392147",404,315,41
"4392148",269,691,33
"4392158",794,624,42
"4392161",287,575,48
"4392168",524,650,77
"4392169",143,366,14
"4392171",997,627,69
"4392173",468,194,22
"4392174",836,661,56
"4392180",159,578,13
"4392181",935,679,74
"4392190",75,95,7
"4392205",925,565,71
"4392210",125,204,12
"4392217",566,845,72
"4392219",855,662,46
"4392220",1049,612,48
"4392221",1344,1351,91
"4392223",903,304,27
"4392224",337,642,36
"4392225",114,499,27
"4392226",303,592,36
"4392228",1018,520,41
"4392229",674,552,60
"4392235",490,764,50
"4392246",490,292,26
"4392258",251,101,4
"4392262",412,146,17
"4392263",311,554,30
"4392266",1127,676,73
"4392267",302,666,34
"4392268",266,362,29
"4392269",103,123,7
"4392274",2,0,0
"4392275",187,296,24
"4392280",575,437,35
"4392281",466,342,22
"4392299",248,610,20
"4392302",130,581,27
"4392303",833,518,54
"4392304",931,502,28
"4392305",585,454,38
"4392306",838,406,44
"4392307",1494,1056,81
"4392308",902,657,49
"4392309",235,395,32
"4392310",618,466,43
"4392313",895,488,62
"4392314",1316,670,76
"4392315",302,605,35
"4392316",445,511,35
"4392317",492,295,30
"4392318",683,379,36
"4392319",932,505,45
"4392320",286,601,20
"4392341",53,143,1
"4392349",341,626,24
"4392353",236,390,19
"4392354",407,721,47
"4392355",509,356,30
"4392356",900,856,41
"4392357",1175,680,47
"4392358",907,515,53
"4392360",1363,552,52
"4392379",557,1390,47
"4392381",63,197,5
"4392383",427,756,41
"4392393",74,126,7
"4392401",93,66,7
"4392402",6,2,0
"4392403",2,7,0
"4392405",640,1556,59
"4392411",39,142,2
"4392413",82,284,2
"4392419",0,0,0
"4392425",746,882,56
"4392426",893,467,37
"4392428",67,174,6
"4392435",796,705,45
"4392438",389,941,36
"4392442",595,601,33
"4392448",488,987,46
"4392449",391,782,40
"4392450",409,849,34
"4392451",9,56,4
"4392453",390,793,26
"4392461",205,740,28
"4392462",258,608,27
"4392464",176,116,9
"4392466",206,443,15
"4392467",431,755,48
"4392468",852,602,40
"4392474",157,55,10
"4392484",595,1338,44
"4392488",441,865,40
"4392505",622,312,29
"4392506",1527,1057,102
"4392513",0,0,0
"4392519",196,411,19
"4392520",595,518,52
"4392521",421,308,32
"4392522",1383,896,82
"4392523",270,568,30
"4392524",1216,311,47
"4392525",436,1124,54
"4392535",782,387,31
"4392536",510,559,39
"4392537",170,488,17
"4392541",373,862,34
"4392546",6,27,3
"4392548",720,247,35
"4392553",257,501,26
"4392556",722,430,36
"4392557",195,453,20
"4392561",0,0,0
"4392569",3,21,1
"4392571",0,0,0
"4392581",478,768,54
"4392600",0,0,0
"4392601",0,0,0
"4392606",2,6,0
"4392609",0,0,0
"4392612",0,0,0
"4392613",174,633,22
"4392614",77,113,5
"4392616",10,21,3
"4392618",10,23,1
"4392635",664,1417,60
"4392636",818,503,55
"4392643",1067,1634,78
"4392644",496,1134,49
"4392645",867,380,36
"4392655",165,352,26
"4392656",9,32,0
"4392657",4,10,0
"4392658",57,164,5
"4392659",3,3,1
"4392660",76,52,5
"4392670",27,43,2
"4392673",0,0,0
"4392675",0,0,0
"4392680",0,0,0
"4392681",0,0,0
"4392697",629,830,42
"4392699",720,1230,64
"4393032",517,290,33
"4393035",1691,752,82
"4393036",492,542,57
"4393037",1184,545,62
"4393038",1006,801,74
"4393039",1846,777,74
"4393040",1248,529,63
"4393041",653,470,41
"4393043",1372,432,69
"4393049",1476,481,57
"4393054",1397,707,74
"4393063",1698,715,79
"4393072",1264,413,44
"4393114",1075,528,72
"4393131",654,303,32
"4393139",400,277,37
"4393140",720,311,36
"4393152",15,4,2
"4393156",819,260,28
"4393157",638,542,55
"4393160",564,539,39
"4393164",618,379,43
"4393166",584,598,50
"4393172",821,568,65
"4393176",1155,714,76
"4393177",1164,391,45
"4393183",1080,969,52
"4393185",2,0,0
"4393187",530,335,34
"4393192",386,86,14
"4393193",1646,511,59
"4393194",662,381,47
"4393196",1001,427,44
"4393200",869,546,46
"4393209",2040,588,50
"4393212",556,510,42
"4393213",588,378,33
"4393214",926,572,67
"4393215",1056,404,37
"4393216",1076,948,59
"4393240",877,491,57
"4393247",417,455,33
"4393248",1854,746,64
"4393249",1058,895,76
"4393254",692,538,45
"4393260",684,287,34
"4393282",662,341,34
"4393283",743,346,21
"4393286",453,111,14
"4393287",855,505,56
"4393289",922,477,51
"4393321",1701,1034,104
"4393322",955,463,36
"4393323",1805,623,66
"4393324",861,412,32
"4393325",420,189,21
"4393326",273,174,12
"4393327",656,380,33
"4393329",599,738,55
"4393330",592,214,16
"4393331",2199,658,70
"4393332",846,655,49
"4393333",1772,965,91
"4393334",686,551,45
"4393335",918,463,45
"4393336",741,955,47
"4393359",978,427,36
"4393361",1189,633,54
"4393363A",657,255,30
"4393363B",466,184,22
"4393364",272,227,16
"4393365",2044,673,54
"4393367",720,362,49
"4393368",385,153,11
"4393372",1205,659,70
"4393384",586,403,46
"4393385",1405,586,79
"4393386",2092,758,78
"4393387",1027,340,53
"4393389",1030,1116,83
"4393390",2001,714,58
"4393391",656,776,65
"4393392",1106,377,48
"4393396",1279,786,83
"4393398",577,275,41
"4393406",0,0,0
"4393409",9,2,0
"4393417",796,417,41
"4393421",740,230,29
"4393422",2189,634,79
"4393433",309,101,14
"4393443",841,526,44
"4393446",0,0,0
"4393447",0,0,0
"4393465",1095,739,54
"4393469",488,301,29
"4393470",63,22,1
"4393471",917,290,27
"4393486",1790,970,113
"4393500",211,54,5
"4393502",840,211,28
"4393507",810,502,52
"4393509",714,411,52
"4393510",1569,513,44
"4393511",668,771,72
"4393516",981,405,35
"4393517",668,575,33
"4393526",652,236,17
"4393527",1007,438,54
"4393529",1122,454,35
"4393530",1152,597,65
"4393538",1623,765,55
"4393539",6,2,0
"4393542",932,529,65
"4393545",1225,451,43
"4393552A",809,649,43
"4393552B",227,183,14
"4393554",1430,509,67
"4393558",1731,604,39
"4393560",0,0,0
"4393562",78,23,2
"4393566",0,1,0
"4393567",1526,412,59
"4393570",949,615,54
"4393574",113,132,7
"4393575",0,0,0
"4393579",450,135,16
"4393580",0,0,0
"4393582",28,1,0
"4393583",0,0,0
"4393584",0,0,0
"4393585",0,0,0
"4393590",0,0,0
"4393624",123,80,5
"4393626",358,121,12
"4393637",606,523,51
"4393646",1058,636,84
"4393647",1087,719,50
"4393648",1254,737,78
"4393653",1,0,0
"4393654",0,0,0
"4393661",0,0,0
"4393662",5,0,0
"4393663",2,2,0
"4393664",0,0,0
"4393665",11,0,0
"4393667",55,15,3
"4393668",196,51,9
"4393669",2,1,0
"4393671",301,126,14
"4393695",1423,787,63
"4393696",1286,731,72
"4393698",1303,896,60
"4393700",589,333,42
"4394006",97,299,20
"4394016",488,475,53
"4394017",172,827,23
"4394018",353,171,23
"4394020",436,283,25
"4394042",286,233,11
"4394044A",1573,541,63
"4394044B",28,10,1
"4394045",1179,382,38
"4394046",1635,456,68
"4394047",1276,294,51
"4394048",51,237,9
"4394050",61,415,7
"4394051",1,3,0
"4394053",392,236,21
"4394057",254,168,6
"4394060",307,802,58
"4394065",1608,393,70
"4394067",105,482,16
"4394068",86,405,16
"4394069",1691,911,96
"4394070",725,637,52
"4394073",121,103,2
"4394077",84,108,4
"4394086",1196,468,58
"4394087",29,195,8
"4394091",818,402,47
"4394092",55,315,7
"4394093",127,583,20
"4394096",200,463,32
"4394097",124,396,17
"4394101",214,306,10
"4394102",228,247,12
"4394107",72,322,12
"4394110",86,368,16
"4394113",118,53,7
"4394115",370,73,9
"4394116",806,572,58
"4394118",357,371,22
"4394121",738,486,60
"4394122",105,486,14
"4394123",100,465,7
"4394124",361,362,35
"4394125",122,124,9
"4394128",839,467,51
"4394129",497,251,30
"4394130",1149,560,47
"4394135",353,309,26
"4394136",509,591,47
"4394137",575,340,35
"4394138",170,165,15
"4394141",763,559,43
"4394144",540,285,30
"4394155",256,785,32
"4394159",425,315,22
"4394162",106,136,5
"4394163",472,340,30
"4394178",1127,655,53
"4394179",278,326,25
"4394182",1240,741,60
"4394191",425,208,24
"4394195",87,463,9
"4394201",66,386,20
"4394202",356,384,23
"4394203",353,522,33
"4394204",937,682,57
"4394218",303,267,17
"4394222",247,262,23
"4394230",1330,870,73
"4394231",102,523,16
"4394232",965,1024,101
"4394233",116,458,30
"4394234",1246,654,75
"4394239",49,24,1
"4394242",249,85,22
"4394243",413,354,34
"4394245",4,52,1
"4394250",852,658,53
"4394252",308,290,27
"4394253",132,122,11
"4394256",61,277,9
"4394259",536,154,30
"4394261",743,722,66
"4394272",188,103,10
"4394276",690,464,46
"4394284",115,29,6
"4394285",112,154,8
