CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"2010513",1380,578,37
"2010514",1638,866,74
"2010515",1614,490,36
"2010516",687,768,41
"2010517",786,1153,66
"2010518",1217,984,56
"2010519",1061,541,45
"2010520",265,1589,37
"2010521",697,915,60
"2010522",1297,497,53
"2010523",1042,772,56
"2010524",493,1245,57
"2010525",389,1342,39
"2010526",75,254,12
"2010527A",72,91,9
"2010527B",0,0,0
"2010528",1,26,2
"2010529",1779,352,58
"2010530",84,391,11
"2010531",967,320,16
"2010532",345,182,11
"2010533",187,205,10
"2010534",1442,641,51
"2010535",47,101,8
"2010536",856,1801,72
"2010537",1595,607,43
"2010538",12,414,8
"2010539",392,433,23
"2010540",510,940,38
"2010541",356,2146,74
"2010542",92,1207,28
"2010543",175,565,29
"2010544",9,97,2
"2010545",1078,1268,69
"2010546",1375,265,26
"2010547",936,468,43
"2010548",465,667,34
"2010549",147,1067,31
"2010550",494,789,38
"2010551",2326,810,59
"2010552",1996,532,64
"2010553",439,847,37
"2010554",150,563,25
"2010555",136,650,15
"2010556",214,744,21
"2010557",366,807,34
"2010558",640,1549,54
"2010559",465,1726,79
"2010560",83,335,16
"2010561",809,543,37
"2010562",33,233,4
"2010563",1626,553,36
"2010564",382,1454,61
"2010565",71,296,11
"2010566",326,1003,57
"2010567",337,810,22
"2010568",1363,868,74
"2010569",1089,1436,72
"2010570",265,643,40
"2010571",182,462,19
"2010572",669,1038,60
"2010573",13,579,13
"2010574",15,113,7
"2010575",1062,1022,58
"2010576",71,1142,35
"2010577",647,491,35
"2010578",819,505,45
"2010579",70,337,12
"2010580",14,364,3
"2010581",8,454,6
"2010582",41,556,7
"2010583",20,438,10
"2010584",28,352,11
"2010585",61,755,13
"2010586",1089,948,65
"2010587",397,1013,37
"2010588",1386,833,62
"2010589",763,1045,54
"2010590",1104,334,40
"2010591",210,645,26
"2010592",138,524,19
"2010593",855,1258,59
"2010594",350,999,41
"2010595",91,612,18
"2010596",630,844,47
"2010597",514,980,34
"2010598",777,1844,90
"2010599",493,1084,51
"2010600",648,1404,49
"2010601",1809,809,60
"2010602",553,286,18
"2010603",1351,1248,68
"2010604",1630,299,47
"2010605",399,1510,49
"2010606",5,327,7
"2010607",30,200,5
"2010608",55,131,2
"2010609",1372,1070,56
"2010610",361,611,37
"2010611",37,924,20
"2010612",1570,544,74
"2010613",190,922,34
"2010614",630,1539,52
"2010615",586,630,38
"2010616",1342,852,75
"2010617",567,1425,71
"2010618",720,1177,46
"2010619",2173,948,90
"2010620",942,912,48
"2010621",247,397,20
"2010622",1280,1191,78
"2010623",1200,846,62
"2010624",317,108,11
"2010625",601,549,32
"2010626",1379,1259,97
"2010627",353,975,44
"2010628",378,730,24
"2010629",21,160,2
"2010630",219,2795,63
"2010631",1055,603,44
"2010632",1,2,0
"2010633",1684,871,66
"2010634",839,744,44
"2010635",1339,505,67
"2010636",2562,319,53
"2010637",309,992,46
"2010638",71,832,32
"2010639",1090,327,20
"2010640",985,969,55
"2010641",1117,871,42
"2010642",878,288,29
"2010643",909,1196,68
"2010644",1299,1116,72
"2010645",903,1610,87
"2010646",310,800,30
"2010647",484,1135,24
"2010648",1375,688,49
"2010649",536,1510,55
"2010650",1670,847,66
"2010651",998,1038,59
"2010652",244,1272,29
"2010653",44,181,6
"2010654",1415,1422,86
"2010655",1151,1158,67
"2010656",53,1127,19
"2010657",249,529,20
"2010658",883,644,47
"2010659",2090,990,70
"2010660",169,1533,31
"2010661",1108,1257,69
"2010662",1961,504,62
"2010663",748,786,64
"2010664",211,889,34
"2010665",1168,318,35
"2010666",0,0,0
"2010667",948,387,36
"2010668",1179,906,73
"2010669",1506,704,46
"2010670",1691,448,42
"2010671",843,828,73
"2010672",1157,663,49
"2010673",1375,351,41
"2010674",1840,785,61
"2010675",1,0,0
"2010676",459,864,44
"2010677",136,427,25
"2010678",104,1096,26
"2010679",1299,648,52
"2010680",39,72,5
"2010681",20,36,5
"2010682",1654,675,55
"2010683",26,99,4
"2010684",1101,857,45
"2010685",53,45,4
"2010686",17,57,2
"2010687",1096,631,40
"2010688",2035,587,63
"2010689",492,769,34
"2010690",1645,597,58
"2010691",1817,591,58
"2010692",1140,485,62
"2010693",89,276,12
"2010694",402,746,27
"2010695",422,323,24
"2010696",513,357,44
"2010697",372,1140,50
"2010698",159,1310,35
"2010699",911,550,51
"2010700",683,138,14
"2010701",87,158,11
"2010702",28,175,1
"2010703",870,339,42
"2010704",1500,347,43
"2010705",42,299,9
"2010706",548,860,34
"2010707",262,175,16
"2010708",63,135,5
"2010709",1155,1253,76
"2010710",708,677,57
"2010711",1143,1266,50
"2010712",638,1392,70
"2010713",443,564,26
"2010714",48,72,3
"2010715",285,392,21
"2010716",879,407,48
"2010717",119,895,27
"2010718",1877,1103,61
"2010719",331,352,15
"2010720",1761,949,74
"2010721",1082,671,69
"2010722",131,1955,61
"2010723",180,794,27
"2010724",353,214,18
"2010725",399,633,32
"2010726",1209,180,30
"2010727",302,831,39
"2010728",285,224,17
"2010729",133,124,6
"2010730",966,586,44
"2010731A",585,931,36
"2010731B",285,457,18
"2010732",641,483,37
"2010733",20,65,5
"2010734",1684,1001,77
"2010735",139,127,4
"2010736",0,12,0
"2010737",16,11,0
"2010738",93,391,7
"2010739",457,613,38
"2010740",170,161,4
"2010741",247,766,15
"2010742",1093,755,33
"2010743",26,47,3
"2010744",698,550,46
"2010745",853,586,64
"2010746",140,192,14
"2010747",778,1312,82
"2010748",275,351,38
"2010749",27,97,1
"2010750",180,158,8
"2010751",2056,1525,89
"2010752",481,242,17
"2010753",96,160,13
"2010754",24,381,13
"2010755",810,1537,86
"2010756",251,569,25
"2010757",313,1892,46
"2010758",1913,634,63
"2010759",828,703,49
"2010760A",0,0,0
"2010760B",1085,262,29
"2010761",821,331,25
"2010762",589,769,35
"2010763",138,399,19
"2010764A",585,488,26
"2010764B",866,723,37
"2010765",673,1710,69
"2010766",35,132,9
"2010767",17,21,1
"2010768",1202,396,45
"2010769",10,64,3
"2010770",44,71,5
"2010771",235,360,12
"2010772",2123,849,71
"2010773",593,1457,37
"2010774",33,123,5
"2010775",5,30,0
"2010776",869,751,62
"2010777",64,148,4
"2010778",0,0,0
"2010779",68,245,6
"2010780",82,155,4
"2010781",515,1014,47
"2010782",706,516,41
"2010783",20,261,10
"2010784",11,410,7
"2010785",879,1047,61
"2010786",127,352,9
"2010787",56,166,7
"2010788",2,1,0
"2010789",868,690,42
"2010790",417,937,42
"2010791",2,11,0
"2010792",186,646,23
"2010793",561,543,27
"2010794A",57,580,21
"2010794B",0,0,0
"2010795",137,381,16
"2010796",582,982,38
"2010797",0,0,0
"2010798",116,203,15
"2010799",10,63,2
"2010800",1284,911,73
"2010801",41,84,5
"2010802",6,11,0
"2010803",1874,946,58
"2010804",1536,1695,85
"2010805",1414,399,50
"2010806",798,520,38
"2010807",146,718,25
"2010808",62,180,13
"2010809",19,8,1
"2010810",10,45,0
"2010811",27,108,2
"2010812",0,0,0
"2010813",744,1245,56
"2010814",444,1772,61
"2010815",0,0,0
"2010816",6,15,0
"2010817",2025,980,58
"2010818",48,199,7
"2010819",49,41,2
"2010820",0,0,0
"2010821",57,319,12
"2010822",28,587,7
"2010823",739,765,48
"2010824",230,983,48
"2010825",5,5,1
"2010826",120,120,2
"2010827",96,242,13
"2010828",1001,270,26
"2010829",21,45,1
"2010830",0,0,0
"2010831",3,7,0
"2010832",28,107,7
"2010833",1,5,0
"2010834",17,122,1
"2010835",29,79,5
"2010836",10,123,3
"2010837",0,3,0
"2010838",0,0,0
"2010839",89,375,15
"2010840",292,595,21
"2010841",372,1288,40
"2010842",552,967,42
"2010843",128,627,15
"2010844",0,5,0
"2010845",84,52,2
"2010846",6,71,3
"2010847",243,904,26
"2010848",302,755,25
"2010849",309,769,30
"2010850",44,83,3
"2010851",1368,799,68
"2010852",0,0,0
"2010853",1352,511,38
"2010854",5,56,3
"2010855",4,1,0
"2010856",0,0,0
"2010857",0,0,0
"2010858",4,132,2
"2010859",97,347,10
"2010860",0,0,0
"2010861",138,764,13
"2010862A",1078,807,44
"2010862B",69,51,3
"2010862C",93,70,5
"2010862D",0,0,0
"2010863",15,169,5
"2010864",218,769,34
"2010865",0,8,1
"2010866",0,0,0
"2010867",0,0,0
"2010868",243,730,30
"2010869",31,131,3
"2010870",0,0,0
"2010871",0,3,1
"2010872",6,7,0
"2010873",86,280,5
"2010874",1440,599,56
"2010875",972,1222,62
"2010876",1636,815,61
"2010877",729,1460,69
"2010878",641,209,15
"2010879",532,819,46
"2010880",1182,488,44
"2010881",772,2539,91
"2010882",622,1689,59
"2010883",351,2148,60
"2010884",21,144,2
"2010885",884,791,37
"2010886",232,248,23
"2010887",123,172,16
"2010888",311,730,34
"2010889",33,110,9
"2010890",293,487,27
"2010891",359,478,21
"2010892",174,444,36
"2010893",0,1,0
"2010894",124,893,26
"2010895",284,339,12
"2010896",440,769,31
"2010897",494,576,37
"2010898",326,653,42
"2010899",474,354,16
"2010900",1,6,0
"2010901",0,0,0
"2010902",873,884,79
"2010903",1198,437,31
"2010904",0,0,0
"2010905",159,253,11
"2010906",12,7,0
"2010907",2,66,1
"2010908",0,2,0
"2010909",0,9,0
"2010910",19,49,2
"2010911",178,115,10
"2010912",454,309,24
"2010913",23,113,1
"2010914",8,25,1
"2010915",0,0,0
"2010916",1353,481,56
"2010917",3,20,1
"2010918",1,1,0
"2010919",0,0,0
"2010920",25,20,2
"2010921",4,23,0
"2010922",0,0,0
"2010923",1759,656,46
"2010924",0,0,0
"2010925",0,0,0
"2010926",437,221,20
"2010927",589,581,55
"2010928",0,3,0
"2010929",0,0,0
"2010930",10,168,5
"2010931",44,35,2
"2010932",0,0,0
"2010933",85,287,13
"2010934",3,5,0
"2010935",6,8,1
"2010936",9,12,0
"2010937",0,0,0
"2010938",26,70,6
"2010939",0,1,0
"2010940",1,9,0
"2010941",146,211,13
"2010942",78,39,4
"2010943",55,149,8
"2010944",0,1,0
"2010945",1,7,1
"2010946",2,3,1
"2010947",274,295,28
"2010948",0,0,0
"2010949",67,62,6
"2010950A",0,0,0
"2010950B",0,0,0
"2010951",23,112,9
"2010952",27,18,4
"2010953",0,2,0
"2010954",0,0,0
"2010955",2818,1391,91
"2010956",0,0,0
"2010957",35,258,8
"2010958",91,437,12
"2010959",0,0,0
"2010960",178,773,17
"2010961",141,783,20
"2010962",6,37,3
"2010963",122,203,10
"2010964",1396,1184,55
"2010965",83,28,2
"2010966",118,348,12
"2010967",14,59,2
"2010968",117,582,10
"2010969",7,315,4
"2010970",26,199,6
"2010971",0,0,0
"2010972",0,0,0
"2010973",381,261,28
"2010974",0,0,0
"2010975",57,60,5
"2010976",121,147,10
"2010977",84,149,5
"2010978",0,0,0
"2010979",0,0,0
"2010980",635,280,18
"2010981",0,15,0
"2010982",2056,791,78
"2010983",37,65,5
"2010984",8,86,3
"2010985",105,107,4
"2010986",26,135,2
"2010987",40,477,8
"2010988",55,8,2
"2010989",0,0,0
"2010990",6,5,0
"2010991",0,0,0
"2010992",221,296,14
"2010993",0,0,0
"2010994",23,69,2
"2010995",90,828,10
"2010996",215,179,11
"2010997",70,495,18
"2010998",20,14,1
"2010999",0,0,0
"2011000",23,118,4
"2011001",146,521,18
"2011002",84,467,13
"2011003",0,0,0
"2011004",187,237,18
"2011005",0,0,0
"2011006",0,0,0
"2011007",181,710,26
"2011008",501,148,15
"2011009",0,0,0
"2011010",69,385,16
"2011011",10,6,0
"2011012",194,549,18
"2030001",810,353,32
"2030002",273,488,22
"2030003",62,731,19
"2030004",505,311,28
"2030005",419,106,11
"2030006",610,138,20
"2030007",388,148,16
"2030008",1119,356,36
"2030009",511,241,15
"2030010",470,118,7
"2030011",179,88,7
"2030012",2231,319,65
"2030013",755,75,15
"2030014",597,154,17
"2030015",567,56,10
"2030016",275,52,5
"2030017",397,392,16
"2030018",391,66,10
"2030019",1415,292,41
"2030020",974,266,21
"2030021",273,120,9
"2030022",327,452,29
"2030023",300,13,4
"2030024",259,56,3
"2030025",1684,250,54
"2030026",257,41,6
"2050101",160,17,2
"2050102",97,4,3
"2050201",133,11,3
"2050202",275,20,3
"2050301",419,34,14
"2050401",336,42,7
"2070001",167,33,5
"2070002",257,51,5
"2070003",217,57,6
"2070004",99,29,2
"2070005",146,38,5
"2070006",143,16,5
"2070007",43,6,0
"2070008",52,20,0
"2070009",103,18,7
"2070010",73,11,1
"2090110",431,551,58
"2090111",49,135,13
"2090112",237,789,73
"2090113",528,1540,138
"2090120",506,2076,172
"2090125",487,828,92
"2090127",1202,1555,148
"2090129",908,1582,153
"2090221",1217,1353,144
"2090223",510,715,53
"2090224",2277,1954,212
"2090225",630,356,37
"2090226",1000,782,83
"2090228",1669,2725,213
"2090229",240,527,37
"2090230",474,365,38
"2090232",806,439,55
"2090234",193,263,26
"2090236",531,276,24
"2090238",15,12,3
"2090301",0,0,0
"2090315",1268,840,71
"2090316",393,419,48
"2090317",55,177,24
"2090318",18,42,5
"2090330",268,674,58
"2090332",622,1432,153
"2090333",1644,1082,110
"2090334",349,1412,105
"2090335",1327,823,119
"2090336",926,1490,187
"2090337",2053,1263,135
"2090339",538,233,23
"2090413",97,486,34
"2090414",139,587,57
"2090415",219,927,85
"2090416",16,27,6
"2090417",518,494,48
"2090418",2,0,0
"2090419",521,503,54
"2090420",303,225,16
"2090421A",16,9,0
"2090421B",7,4,0
"2090440",863,486,66
"2090441A",1225,693,107
"2090441B",2,1,0
"2090442",943,899,81
"2090443",2163,1513,136
"2090444",2476,1579,164
"2090447",611,646,79
"2090449",1587,861,93
"2110101",226,35,3
"2110201",230,37,2
"2110202",18,0,1
"2110301",340,29,9
"2110302",30,1,0
"2110303",65,10,1
"2110401",190,12,5
"2110402",67,12,1
"2130002",289,59,6
"2130003",174,348,23
"2130004",1395,353,48
"213001A",689,137,18
"213001M",731,249,20
"213001T",699,162,16
"213002E",920,150,38
"213003B",1259,169,35
"213003C",1989,355,41
"213003M",622,114,15
"213003N",844,134,15
"213004A",227,122,10
"213004W",493,90,8
"21301CR",1186,168,31
"21301MN",545,144,18
"21301TC",1109,238,35
"21303WS",638,102,22
"21304BV",388,81,7
"21304CC",671,198,18
"21304MS",111,138,8
"21304PF",233,46,5
"21304SE",1507,288,43
"2132GBN",1253,287,37
"2132GBS",796,163,25
"2132PSN",1219,267,43
"2132PSS",646,107,9
"2134NYL",501,58,4
"2150001",50,174,11
"2150002",265,435,35
"2150003",80,328,24
"2150004",429,1270,81
"2150005",123,605,40
"2150006",380,443,33
"2150007",537,799,55
"2150008",387,368,24
"2150009",511,817,55
"2150010",237,593,40
"2150011",122,779,36
"2150012",44,82,7
"2150013",600,1043,86
"2150014",151,429,21
"2150015",81,134,13
"2150016",143,1111,31
"2150017",150,676,21
"2150018",31,58,8
"2150019",45,55,3
"2150020",65,290,19
"2150021",45,100,9
"2150022",47,194,14
"2150023",208,568,26
"2150024",45,18,0
"2150025",378,628,44
"2150026",62,237,15
"2150027",67,242,6
"2150028",262,563,48
"2150029",151,180,12
"2150030",419,1067,92
"2150031",224,397,32
"2150032",259,643,45
"2150033",153,550,34
"2150034",120,273,15
"2150035",296,906,49
"2150036",341,996,62
"2150037",112,251,24
"2150038",607,776,65
"2150039",134,507,27
"2150040",128,574,20
"2150041",186,734,61
"2150042",346,816,65
"2150043",377,1095,80
"2150044",57,278,7
"2150045",261,415,22
"2150046",32,75,8
"2150047",140,377,17
"2150048",233,802,39
"2150049",275,655,32
"2150050",205,724,37
"2150051",103,900,30
"2150052",775,1216,91
"2150053",680,1563,114
"2150054",338,383,19
"2150055",215,726,33
"2150056",274,759,51
"2150057",72,193,15
"2150058",361,756,41
"2150059",154,513,30
"2150060",313,658,52
"2150061",167,526,37
"2150062",844,787,57
"2150063",60,159,9
"2150064",96,493,37
"2150065",121,238,20
"2150066",147,336,21
"2150067",367,582,36
"2150068",344,784,61
"2150069",324,733,57
"2150070",138,388,17
"2150071A",12,33,1
"2150071B",4,13,1
"2150072",193,368,23
"2150073",772,655,43
"2150074",132,199,12
"2150075",17,13,2
"2150076",12,2,0
"2150077",183,465,30
"2150078",152,593,32
"2150079",87,331,23
"2150080",58,320,16
"2150081",789,1291,83
"2150082",0,3,0
"2150083",842,829,55
"2150084",116,248,20
"2150085",309,866,71
"2150086",115,159,8
"2150087",275,771,64
"2150088",297,996,63
"2150089",1,3,1
"2150090",264,1521,51
"2150091",103,220,15
"2150092",18,61,7
"2150093",40,41,3
"2150094",168,478,31
"2150095",223,908,45
"2150096",621,745,49
"2150097A",255,568,45
"2150097B",16,37,3
"2150098",360,977,68
"2150099",359,1160,83
"2150100",245,880,40
"2150101",296,213,20
"2150102",286,227,22
"2150103",620,722,51
"2150104",238,598,53
"2150105",440,856,53
"2150106",917,1414,105
"2150107",309,707,57
"2150108",188,725,25
"2150109",278,860,82
"2150110",97,251,18
"2150111",379,635,54
"2150112",107,433,47
"2150113",553,928,74
"2150114",798,859,92
"2150115",301,793,49
"2150116",204,430,37
"2150117",260,976,69
"2150118",243,471,33
"2150119",96,309,15
"2150120",211,627,34
"2150121",20,49,2
"2150122",218,847,49
"2150123",122,281,13
"2150124",297,373,25
"2150125",94,226,12
"2150126",219,423,20
"2150127",75,299,9
"2150128",167,573,44
"2150129",46,39,1
"2150130",184,222,16
"2150131",0,9,1
"2150132",67,256,11
"2150133",12,20,0
"2150134",575,510,48
"2150135",300,428,27
"2150136",297,453,38
"2150137",8,10,0
"2150138",20,116,9
"2150139",46,112,5
"2150140",1,5,0
"2150141",14,27,0
"2150142",3,7,1
"2150143",0,1,1
"2150144",5,6,1
"2150145",64,286,13
"2150146",80,440,23
"2150147",17,24,5
"2150148",6,17,2
"2150149",6,28,0
"2150150",138,264,18
"2150151",26,126,6
"2150152",359,553,45
"2150153",16,89,3
"2150154",242,618,39
"2150155",80,148,11
"2150156",152,579,34
"2150157",122,326,13
"2150158",365,779,66
"2150159",23,115,5
"2150160",69,79,11
"2150161",257,531,34
"2150162",16,27,1
"2150163",17,36,3
"2150164",392,425,44
"2150165",159,177,17
"2150166",89,114,9
"2150167",151,129,15
"2150168",85,97,7
"2150169",70,151,11
"2150170",40,213,8
"2150171",0,11,0
"2150172",8,7,1
"2150173",213,294,21
"2150174",66,263,15
"2150175",151,321,31
"2150176",117,292,19
"2150177A",45,126,9
"2150177B",11,30,2
"2150178",9,7,0
"2150179",29,88,6
"2150180",16,44,2
"2150181",332,152,6
"2150182",37,177,11
"2150183",51,124,16
"2150184",12,4,0
"2150185",0,0,0
"2150186",9,64,5
"2150187",281,601,40
"2150188",387,447,39
"2150189",78,280,21
"2150190",68,96,8
"2150191",55,110,6
"2150192",39,87,10
"2150193",44,101,6
"2150194A",251,375,30
"2150194B",29,44,4
"2150194C",13,19,2
"2150194D",22,32,2
"2150195",202,179,12
"2150196",179,206,14
"2150197",25,179,15
"2150198A",19,58,3
"2150198B",11,37,2
"2150198C",10,32,1
"2150198D",13,45,2
"2150198E",7,20,1
"2150198F",0,0,0
"2150199",514,633,61
"2150200",464,678,40
"2150201",251,315,22
"2150202",234,177,18
"2150203",578,890,75
"2150204",92,134,10
"2150205",18,50,5
"2150206",147,328,25
"2150207",501,654,55
"2150209",62,163,12
"2150210",21,108,2
"2150211",118,304,28
"2150212",95,90,11
"2150213",19,56,1
"2150215",137,254,20
"2150216",181,473,36
"2150217",11,46,5
"2150218",70,189,14
"2150219",97,252,20
"2150220",81,150,9
"2150221",173,333,32
"2150222",5,2,0
"2150223",93,92,7
"2150224",82,40,6
"2150225",26,82,6
"2150226",6,12,1
"2150227",158,770,41
"2150228",472,1762,112
"2150229",87,231,21
"2150230",110,141,12
"2150231",53,71,7
"2150232",96,266,20
"2150233",0,0,1
"2150234",234,814,34
"2150235",68,72,4
"2150236",157,134,9
"2150237",58,274,6
"2150238",22,19,5
"2150239",317,505,33
"2150240",109,204,13
"2150241",21,68,8
"2150242",6,7,0
"2150243",13,21,2
"2150244",102,174,9
"2150245A",15,54,5
"2150245B",2,9,1
"2150246",2,0,0
"2150247",22,38,6
"2150248",4,10,0
"2150249",54,98,5
"2150250",3,32,6
"2150251",1,5,0
"2150252",5,1,2
"2150253",51,113,4
"2150254",17,32,4
"2150255",35,56,6
"2150256",11,75,6
"2150257",26,168,11
"2170002",389,120,20
"2170003",243,259,26
"2170004",912,270,33
"2170005",251,36,5
"2170006",173,33,1
"2170007",270,48,6
"2170008",110,18,5
"2170009",161,37,9
"2170010",706,223,16
"2170012",364,49,8
"2170013",1156,191,26
"2170014",541,55,16
"2170015",171,30,3
"2170016",144,35,3
"2170018",85,8,3
"2170019",167,29,4
"2170020",449,67,8
"2170021",905,170,25
"2170022",718,147,21
"2170023",191,64,10
"2170024",486,147,13
"2170027",314,65,5
"2190011",341,51,8
"2190014",348,45,11
"2190015",198,16,4
"2190016",910,133,28
"2190021",693,160,24
"2190024",332,48,11
"2190032",536,158,32
"2190033",51,3,2
"2190035",55,24,4
"2190036",71,55,9
"2190043",169,17,4
"2190044",294,95,9
"2190045A",376,103,16
"2190045B",176,49,9
"2190046",250,55,9
"2210001",555,109,21
"2210002",1632,330,54
"2210003",1352,269,41
"2210004",1132,227,27
"2210005",1250,220,36
"2210007",558,91,10
"2210008",1310,259,40
"2210009",2041,373,71
"2210010",2419,440,74
"2210011",832,154,27
"2210012",769,154,19
"2210013",1576,317,43
"2210014",1631,350,43
"2210015",219,42,9
"2210016",2853,490,88
"2230001",923,237,27
"2230002",512,202,11
"2230003",652,227,18
"2230004",617,90,8
"2230005",232,30,7
"2230008",130,24,0
"2230011",333,83,8
"2230012",155,18,3
"2230013",366,83,9
"2230014",458,71,9
"2230016",533,72,11
"2230017",523,115,12
"223001A",758,156,23
"2230020",289,37,5
"2230023",132,15,4
"2230024",357,40,11
"2230025",176,21,5
"223002A",307,272,9
"2230036",432,46,13
"223003A",665,161,19
"223004A",729,199,20
"2250001",382,193,9
"2250002",555,214,13
"2250003",236,403,13
"2250004",689,231,11
"2250005",536,93,7
"2250006",428,142,8
"2250007",480,48,13
"2250008",198,37,0
"2250009",239,16,7
"2250010",149,29,4
"2250011",69,15,3
"2250012",70,13,2
"2250014",222,30,7
"2250015",127,30,1
"2250016",155,9,2
"2250017",170,10,2
"2250018",61,29,4
"2250019",271,70,2
"2250020",130,8,2
"2250021",154,40,4
"2250022",121,35,3
"2270011",229,192,12
"2270012",97,80,5
"2270013",76,63,8
"2270014",33,27,3
"2270016",20,18,1
"2270024",187,34,6
"2270025",521,96,12
"2270026",303,50,2
"2270032",41,11,0
"2270033",528,161,32
"2270034",482,137,17
"2270035",128,37,7
"2270037",0,0,0
"2270042",229,65,5
"2270045",246,74,11
"2270046",269,84,15
"2270103",36,28,5
"2270104",15,10,0
"2270105",0,0,0
"227012A",19,15,0
"2270205",561,104,15
"2270207",441,54,15
"2270208",75,5,0
"2270209",0,0,0
"2270304",178,49,7
"2270404",192,58,10
"2270405",80,18,3
"2270408",22,0,0
"2270409",252,15,9
"227207C",288,37,7
"2290001",143,80,21
"2290002",105,120,15
"2290004",87,48,12
"229003N",58,33,6
"229003S",57,44,8
"2310101",478,61,19
"2310102",554,98,14
"2310103",343,47,11
"2310104",458,82,10
"2310105",229,113,13
"2310106",532,275,27
"2310107",1059,374,57
"2310108",457,236,37
"2310109",554,106,14
"2310210",285,78,16
"2310211",292,66,9
"2310212",437,173,17
"2310213",454,50,13
"2310214",1269,214,47
"2310215",2286,462,81
"2310216",976,186,36
"2310217",761,135,25
"2310318",340,42,12
"2310319",799,100,26
"2310320",838,172,28
"2310321",542,104,24
"2310322",357,79,19
"2310323",1262,200,45
"2310324",973,204,37
"2310325",1248,270,30
"2310426",192,65,7
"2310427",632,594,71
"2310428",585,414,53
"2310429",196,58,5
"2310430",184,75,19
"2310431",184,76,10
"2310432",345,33,11
"2310433",209,571,45
"2310434",627,95,19
"2330011",894,82,19
"2330014",992,131,17
"2330021",1634,130,42
"2330023",143,19,10
"2330031",766,60,11
"2330033",666,77,19
"2330041",37,3,2
"2330042",609,174,28
"2350100",153,20,7
"2350200",146,21,8
"2350300",117,16,10
"2350400",189,26,5
"2370001",499,56,8
"2370002",524,55,10
"2370003",88,8,4
"2370004",425,42,10
"2370005",373,27,7
"2370006",568,72,8
"2390001",743,245,15
"2390002",925,137,8
"2390003",979,145,12
"2390004",160,23,4
"2390005",274,45,4
"2390006",224,68,6
"2390007",59,11,2
"2390008",244,35,8
"2390009",306,36,5
"2410001",25,8,0
"2410002",379,30,5
"2410003",476,84,10
"2410004",361,50,4
"2410005",78,12,4
"2410006",394,174,8
"2410007",200,141,4
"2410008",245,196,8
"2410009",894,107,16
"2410010",795,80,15
"2410011",242,26,2
"2410012",261,45,2
"2410013",220,55,3
"2410014",962,211,28
"2410015",1200,121,24
"2410016",123,6,4
"2410017",677,46,13
"2410019",991,211,19
"2410020",269,281,20
"2410021",520,247,23
"2430001",197,131,27
"2430002",121,85,10
"2430003",171,88,13
"2430004",78,35,3
"2430005",99,57,8
"2450001",63,720,7
"2450002",96,378,12
"2450003",47,809,8
"2450004",608,300,34
"2450005",382,427,19
"2450006",182,422,18
"2450007",312,393,20
"2450008",11,295,4
"2450009",1919,355,39
"2450010",44,208,4
"2450011",38,138,3
"2450012",5,224,3
"2450013",3,173,1
"2450014",27,571,8
"2450015",39,483,6
"2450016",20,140,3
"2450017",584,757,23
"2450018",14,691,5
"2450019",35,586,10
"2450020",40,423,12
"2450021",78,54,2
"2450022",802,1257,43
"2450023",303,935,12
"2450024",225,66,6
"2450025",919,239,21
"2450026",873,573,31
"2450027",345,377,13
"2450028",149,308,2
"2450029",860,99,19
"2450030",574,72,8
"2450031",625,82,20
"2450032",97,35,0
"2450033",715,351,30
"2450034",32,836,9
"2450035",404,72,8
"2450036",638,157,22
"2450037",1029,277,39
"2450038",1043,182,26
"2450039",19,936,7
"2450040",1283,255,36
"2450041",60,21,4
"2450042",1082,245,24
"2450043",923,253,21
"2450044",153,194,6
"2450045",123,333,10
"2450046",128,334,12
"2450047",150,422,9
"2450048",47,298,6
"2450049",26,138,1
"2450050",115,816,14
"2450051",11,139,2
"2450052",5,219,1
"2450053",37,563,7
"2450054",10,208,1
"2450055",5,159,2
"2450056",1463,319,43
"2450057",9,323,1
"2450058",25,10,0
"2450059",7,452,3
"2450060",1203,342,47
"2450061",446,335,17
"2450062",1052,457,53
"2450063",24,613,13
"2450064",82,349,7
"2450065",896,269,24
"2450066",603,172,24
"2450067",104,964,14
"2450068",708,549,37
"2450069",1207,390,52
"2450070",388,612,17
"2450071",39,11,3
"2450072",468,721,37
"2450073",1068,419,40
"2450074",1365,231,29
"2450075",45,330,13
"2450076",49,287,6
"2450077",29,578,2
"2450078",335,631,22
"2450079",749,449,32
"2450080",119,23,1
"2450081",12,325,0
"2450082",375,647,26
"2450083",536,124,19
"2450084",21,541,11
"2450085",79,668,6
"2450086",353,286,17
"2450087",68,453,14
"2450088",176,347,11
"2450089",51,143,5
"2450090",14,18,0
"2450091",363,41,9
"2450092",454,231,12
"2450093",50,253,10
"2450094",935,336,32
"2450095",181,97,10
"2450096",32,169,4
"2450097",0,0,0
"2450098",115,78,10
"2450099",83,218,3
"2450100",996,653,22
"2450101",1,0,0
"2450102",61,19,3
"2450103",16,3,0
"2450104",43,7,0
"2450105",17,55,3
"2450106",7,7,0
"2450107",1,0,0
"2450108",238,35,4
"2450109",93,25,3
"2470001",42,249,17
"2470002",122,255,7
"2470003",91,203,19
"2470004",71,283,14
"2470005",3,6,0
"2490001",51,120,4
"2490002",174,60,10
"2490003",474,139,14
"2490004",191,292,12
"2490005",27,79,6
"2490006",117,251,24
"2490007",663,470,33
