CNTYVTD,BrownR_18G_Sup Ct 6,ChengD_18G_Sup Ct 6
"2010500",1305,921
"2010501",595,965
"2010502",1119,274
"2010503",1151,452
"2010504",981,604
"2010505",913,1344
"2010506",308,1687
"2010507",169,520
"2010508",624,1416
"2010509",1644,1195
"2010510",806,1296
"2010511",2250,1837
"2010512",769,1473
"2010513",1363,617
"2010514",1649,920
"2010515",1616,517
"2010516",693,795
"2010517",780,1208
"2010518",1214,1042
"2010519",1055,577
"2010520",271,1610
"2010521",698,967
"2010522",1296,534
"2010523",1048,820
"2010524",486,1295
"2010525",397,1370
"2010526",74,265
"2010527A",75,95
"2010527B",0,0
"2010528",1,28
"2010529",1800,376
"2010530",87,399
"2010531",967,335
"2010532",343,192
"2010533",190,213
"2010534",1467,672
"2010535",45,110
"2010536",868,1855
"2010537",1586,642
"2010538",14,417
"2010539",390,459
"2010540",512,967
"2010541",362,2205
"2010542",81,1235
"2010543",185,580
"2010544",11,99
"2010545",1069,1332
"2010546",1363,296
"2010547",918,519
"2010548",465,699
"2010549",139,1101
"2010550",504,810
"2010551",2290,883
"2010552",2007,579
"2010553",434,880
"2010554",159,580
"2010555",138,662
"2010556",214,764
"2010557",372,826
"2010558",643,1592
"2010559",468,1800
"2010560",85,345
"2010561",820,566
"2010562",35,236
"2010563",1616,591
"2010564",378,1516
"2010565",72,302
"2010566",327,1053
"2010567",311,846
"2010568",1362,943
"2010569",1094,1483
"2010570",265,681
"2010571",185,474
"2010572",665,1098
"2010573",16,588
"2010574",17,121
"2010575",1064,1075
"2010576",68,1177
"2010577",642,530
"2010578",793,558
"2010579",77,342
"2010580",13,364
"2010581",8,459
"2010582",42,562
"2010583",22,448
"2010584",33,359
"2010585",58,769
"2010586",1096,992
"2010587",401,1045
"2010588",1402,887
"2010589",761,1093
"2010590",1101,369
"2010591",212,667
"2010592",142,541
"2010593",866,1292
"2010594",356,1028
"2010595",91,633
"2010596",635,882
"2010597",511,1014
"2010598",786,1921
"2010599",500,1122
"2010600",650,1447
"2010601",1806,855
"2010602",552,306
"2010603",1353,1308
"2010604",1645,322
"2010605",411,1542
"2010606",9,332
"2010607",26,209
"2010608",58,127
"2010609",1368,1121
"2010610",364,644
"2010611",43,933
"2010612",1582,586
"2010613",183,964
"2010614",635,1581
"2010615",594,657
"2010616",1356,901
"2010617",585,1469
"2010618",728,1214
"2010619",2160,1029
"2010620",941,943
"2010621",246,418
"2010622",1281,1258
"2010623",1212,903
"2010624",319,114
"2010625",593,576
"2010626",1367,1335
"2010627",367,1003
"2010628",379,747
"2010629",21,164
"2010630",234,2827
"2010631",1065,630
"2010632",1,2
"2010633",1692,923
"2010634",838,781
"2010635",1351,553
"2010636",2581,347
"2010637",319,1019
"2010638",81,859
"2010639",1076,352
"2010640",984,1023
"2010641",1119,909
"2010642",880,304
"2010643",913,1257
"2010644",1313,1165
"2010645",886,1703
"2010646",309,827
"2010647",482,1157
"2010648",1383,727
"2010649",533,1562
"2010650",1662,905
"2010651",985,1102
"2010652",240,1306
"2010653",43,187
"2010654",1415,1503
"2010655",1169,1200
"2010656",55,1139
"2010657",245,548
"2010658",895,665
"2010659",2085,1051
"2010660",167,1562
"2010661",1106,1327
"2010662",1961,559
"2010663",747,848
"2010664",217,913
"2010665",1171,344
"2010666",0,0
"2010667",953,412
"2010668",1189,959
"2010669",1475,767
"2010670",1698,467
"2010671",851,882
"2010672",1169,692
"2010673",1381,373
"2010674",1853,828
"2010675",1,0
"2010676",468,899
"2010677",139,445
"2010678",102,1120
"2010679",1294,701
"2010680",41,74
"2010681",21,40
"2010682",1664,711
"2010683",25,101
"2010684",1098,903
"2010685",52,49
"2010686",18,58
"2010687",1092,673
"2010688",2026,645
"2010689",497,789
"2010690",1641,643
"2010691",1821,640
"2010692",1147,533
"2010693",84,294
"2010694",406,766
"2010695",424,337
"2010696",531,376
"2010697",374,1179
"2010698",167,1341
"2010699",920,581
"2010700",683,148
"2010701",91,164
"2010702",28,176
"2010703",880,367
"2010704",1507,377
"2010705",44,306
"2010706",530,913
"2010707",258,189
"2010708",61,143
"2010709",1161,1315
"2010710",710,729
"2010711",1132,1323
"2010712",650,1451
"2010713",431,599
"2010714",46,76
"2010715",288,411
"2010716",900,425
"2010717",128,905
"2010718",1863,1160
"2010719",334,360
"2010720",1743,1020
"2010721",1102,708
"2010722",150,1993
"2010723",184,813
"2010724",362,222
"2010725",397,665
"2010726",1220,189
"2010727",298,868
"2010728",287,236
"2010729",130,131
"2010730",954,628
"2010731A",583,971
"2010731B",285,473
"2010732",655,492
"2010733",19,71
"2010734",1700,1054
"2010735",139,130
"2010736",0,12
"2010737",16,11
"2010738",91,400
"2010739",472,642
"2010740",171,164
"2010741",253,776
"2010742",1088,787
"2010743",27,49
"2010744",710,583
"2010745",850,639
"2010746",139,204
"2010747",786,1378
"2010748",285,370
"2010749",25,99
"2010750",178,169
"2010751",2063,1587
"2010752",479,258
"2010753",99,170
"2010754",24,394
"2010755",825,1604
"2010756",250,589
"2010757",322,1928
"2010758",1907,687
"2010759",826,752
"2010760A",0,0
"2010760B",1074,292
"2010761",821,342
"2010762",590,805
"2010763",139,415
"2010764A",592,504
"2010764B",873,749
"2010765",674,1777
"2010766",40,137
"2010767",16,23
"2010768",1194,436
"2010769",10,66
"2010770",43,76
"2010771",238,366
"2010772",2098,926
"2010773",604,1474
"2010774",33,130
"2010775",5,30
"2010776",880,789
"2010777",62,152
"2010778",0,0
"2010779",69,250
"2010780",80,161
"2010781",506,1054
"2010782",711,554
"2010783",21,271
"2010784",12,417
"2010785",892,1091
"2010786",127,360
"2010787",59,172
"2010788",2,1
"2010789",866,737
"2010790",422,976
"2010791",2,11
"2010792",195,657
"2010793",557,571
"2010794A",64,589
"2010794B",0,0
"2010795",139,395
"2010796",579,1019
"2010797",0,0
"2010798",117,216
"2010799",9,66
"2010800",1291,969
"2010801",38,91
"2010802",3,14
"2010803",1881,981
"2010804",1554,1742
"2010805",1402,440
"2010806",795,555
"2010807",141,750
"2010808",57,196
"2010809",20,8
"2010810",10,43
"2010811",30,106
"2010812",0,0
"2010813",745,1292
"2010814",436,1837
"2010815",0,0
"2010816",5,15
"2010817",2038,1015
"2010818",55,201
"2010819",49,40
"2010820",0,0
"2010821",60,328
"2010822",32,590
"2010823",747,797
"2010824",232,1023
"2010825",4,7
"2010826",118,126
"2010827",97,252
"2010828",1000,296
"2010829",22,43
"2010830",0,0
"2010831",3,7
"2010832",28,114
"2010833",1,5
"2010834",16,123
"2010835",30,85
"2010836",11,126
"2010837",0,3
"2010838",0,0
"2010839",94,383
"2010840",292,613
"2010841",376,1319
"2010842",559,998
"2010843",131,635
"2010844",0,5
"2010845",87,50
"2010846",8,73
"2010847",242,928
"2010848",298,779
"2010849",306,800
"2010850",45,84
"2010851",1388,841
"2010852",0,0
"2010853",1364,535
"2010854",5,59
"2010855",4,1
"2010856",0,0
"2010857",0,0
"2010858",3,134
"2010859",96,358
"2010860",0,0
"2010861",138,773
"2010862A",1082,850
"2010862B",69,54
"2010862C",94,74
"2010862D",0,0
"2010863",16,173
"2010864",212,799
"2010865",0,9
"2010866",0,0
"2010867",0,0
"2010868",249,750
"2010869",27,137
"2010870",0,0
"2010871",1,3
"2010872",6,7
"2010873",84,285
"2010874",1452,633
"2010875",976,1283
"2010876",1644,857
"2010877",723,1529
"2010878",637,224
"2010879",529,857
"2010880",1191,520
"2010881",777,2615
"2010882",622,1738
"2010883",348,2209
"2010884",24,143
"2010885",891,823
"2010886",238,257
"2010887",124,184
"2010888",321,752
"2010889",34,120
"2010890",284,526
"2010891",340,505
"2010892",169,481
"2010893",0,1
"2010894",126,916
"2010895",287,346
"2010896",441,785
"2010897",500,605
"2010898",331,682
"2010899",457,382
"2010900",1,6
"2010901",0,0
"2010902",880,943
"2010903",1204,467
"2010904",0,0
"2010905",154,262
"2010906",14,6
"2010907",2,67
"2010908",0,2
"2010909",1,8
"2010910",21,49
"2010911",180,122
"2010912",453,329
"2010913",23,113
"2010914",9,25
"2010915",0,0
"2010916",1362,515
"2010917",4,20
"2010918",1,1
"2010919",0,0
"2010920",27,21
"2010921",2,24
"2010922",0,0
"2010923",1769,690
"2010924",0,0
"2010925",0,0
"2010926",436,240
"2010927",600,623
"2010928",0,3
"2010929",0,0
"2010930",12,170
"2010931",48,36
"2010932",0,0
"2010933",100,285
"2010934",3,5
"2010935",5,11
"2010936",6,14
"2010937",0,0
"2010938",28,77
"2010939",0,1
"2010940",1,9
"2010941",154,213
"2010942",79,42
"2010943",57,154
"2010944",0,1
"2010945",1,7
"2010946",2,4
"2010947",269,325
"2010948",0,0
"2010949",65,71
"2010950A",0,0
"2010950B",0,0
"2010951",25,119
"2010952",30,18
"2010953",0,2
"2010954",0,0
"2010955",2826,1454
"2010956",0,0
"2010957",36,265
"2010958",92,445
"2010959",0,0
"2010960",177,787
"2010961",140,803
"2010962",7,39
"2010963",128,205
"2010964",1382,1246
"2010965",82,31
"2010966",116,360
"2010967",15,60
"2010968",118,591
"2010969",11,314
"2010970",26,204
"2010971",0,0
"2010972",0,0
"2010973",396,269
"2010974",0,0
"2010975",56,65
"2010976",125,153
"2010977",82,156
"2010978",0,0
"2010979",0,0
"2010980",624,309
"2010981",0,15
"2010982",2060,853
"2010983",38,69
"2010984",9,87
"2010985",105,110
"2010986",25,139
"2010987",46,477
"2010988",56,8
"2010989",0,0
"2010990",7,5
"2010991",0,0
"2010992",222,310
"2010993",0,0
"2010994",22,72
"2010995",83,840
"2010996",220,179
"2010997",70,509
"2010998",20,15
"2010999",0,0
"2011000",21,125
"2011001",145,529
"2011002",84,480
"2011003",0,0
"2011004",185,247
"2011005",0,0
"2011006",0,0
"2011007",182,736
"2011008",508,153
"2011009",0,0
"2011010",69,401
"2011011",8,8
"2011012",201,562
"2030001",821,378
"2030002",281,499
"2030003",66,751
"2030004",514,331
"2030005",421,111
"2030006",622,147
"2030007",362,151
"2030008",1129,388
"2030009",519,247
"2030010",472,125
"2030011",174,97
"2030012",2246,358
"2030013",763,86
"2030014",594,163
"2030015",571,60
"2030016",277,53
"2030017",405,400
"2030018",398,67
"2030019",1429,311
"2030020",983,278
"2030021",275,126
"2030022",337,467
"2030023",306,13
"2030024",259,57
"2030025",1702,276
"2030026",257,48
"2050101",161,17
"2050102",97,6
"2050201",134,13
"2050202",274,21
"2050301",429,38
"2050401",333,46
"2070001",161,38
"2070002",259,51
"2070003",218,55
"2070004",94,30
"2070005",144,41
"2070006",148,15
"2070007",42,6
"2070008",51,19
"2070009",103,19
"2070010",71,13
"2090110",446,601
"2090111",51,144
"2090112",243,851
"2090113",534,1650
"2090120",529,2218
"2090125",503,894
"2090127",1215,1686
"2090129",923,1715
"2090221",1241,1459
"2090223",490,774
"2090224",2269,2160
"2090225",629,389
"2090226",997,860
"2090228",1659,2936
"2090229",251,548
"2090230",472,399
"2090232",817,468
"2090234",192,290
"2090236",520,310
"2090238",12,16
"2090301",0,0
"2090315",1263,899
"2090316",396,455
"2090317",54,198
"2090318",18,48
"2090330",265,721
"2090332",642,1551
"2090333",1649,1159
"2090334",358,1501
"2090335",1360,894
"2090336",940,1635
"2090337",2075,1344
"2090339",533,256
"2090413",107,510
"2090414",142,638
"2090415",221,1008
"2090416",18,30
"2090417",513,544
"2090418",2,0
"2090419",522,555
"2090420",301,240
"2090421A",16,9
"2090421B",7,4
"2090440",869,532
"2090441A",1238,769
"2090441B",2,1
"2090442",932,980
"2090443",2157,1638
"2090444",2469,1728
"2090447",629,700
"2090449",1596,940
"2110101",221,41
"2110201",221,40
"2110202",16,2
"2110301",341,35
"2110302",29,1
"2110303",68,8
"2110401",187,13
"2110402",65,13
"2130002",286,64
"2130003",177,360
"2130004",1399,390
"213001A",688,152
"213001M",734,265
"213001T",699,174
"213002E",947,162
"213003B",1270,193
"213003C",2009,368
"213003M",624,124
"213003N",842,153
"213004A",231,127
"213004W",497,93
"21301CR",1201,181
"21301MN",546,158
"21301TC",1118,262
"21303WS",635,124
"21304BV",389,85
"21304CC",684,207
"21304MS",115,140
"21304PF",236,50
"21304SE",1536,304
"2132GBN",1257,317
"2132GBS",795,182
"2132PSN",1226,298
"2132PSS",649,114
"2134NYL",502,61
"2150001",55,181
"2150002",278,461
"2150003",91,335
"2150004",449,1328
"2150005",135,629
"2150006",391,463
"2150007",541,859
"2150008",391,391
"2150009",526,853
"2150010",234,628
"2150011",130,804
"2150012",47,86
"2150013",586,1140
"2150014",164,436
"2150015",83,145
"2150016",148,1134
"2150017",156,691
"2150018",29,67
"2150019",46,55
"2150020",63,308
"2150021",45,108
"2150022",58,196
"2150023",220,580
"2150024",47,17
"2150025",383,662
"2150026",64,251
"2150027",66,250
"2150028",269,600
"2150029",147,194
"2150030",449,1123
"2150031",233,416
"2150032",269,680
"2150033",168,569
"2150034",121,286
"2150035",302,950
"2150036",363,1038
"2150037",119,269
"2150038",615,827
"2150039",135,533
"2150040",137,581
"2150041",205,771
"2150042",366,855
"2150043",402,1143
"2150044",61,284
"2150045",268,436
"2150046",33,82
"2150047",144,388
"2150048",232,834
"2150049",266,696
"2150050",217,742
"2150051",100,925
"2150052",790,1285
"2150053",691,1654
"2150054",333,407
"2150055",220,746
"2150056",293,785
"2150057",74,209
"2150058",361,796
"2150059",155,537
"2150060",313,707
"2150061",171,559
"2150062",843,857
"2150063",64,162
"2150064",99,526
"2150065",125,255
"2150066",150,354
"2150067",369,619
"2150068",355,824
"2150069",331,779
"2150070",145,398
"2150071A",9,35
"2150071B",4,14
"2150072",186,397
"2150073",757,707
"2150074",132,213
"2150075",17,16
"2150076",12,2
"2150077",183,492
"2150078",165,612
"2150079",92,347
"2150080",62,331
"2150081",789,1371
"2150082",0,3
"2150083",847,877
"2150084",122,263
"2150085",317,921
"2150086",117,168
"2150087",300,811
"2150088",308,1042
"2150089",1,4
"2150090",268,1568
"2150091",105,228
"2150092",21,65
"2150093",43,42
"2150094",180,498
"2150095",217,953
"2150096",601,816
"2150097A",252,614
"2150097B",16,39
"2150098",377,1024
"2150099",371,1224
"2150100",263,895
"2150101",290,236
"2150102",285,250
"2150103",634,763
"2150104",247,639
"2150105",433,922
"2150106",925,1512
"2150107",299,768
"2150108",189,743
"2150109",287,932
"2150110",94,273
"2150111",391,673
"2150112",111,471
"2150113",558,998
"2150114",828,921
"2150115",314,828
"2150116",209,458
"2150117",272,1035
"2150118",245,502
"2150119",97,325
"2150120",221,649
"2150121",22,49
"2150122",231,888
"2150123",123,292
"2150124",300,399
"2150125",96,236
"2150126",226,438
"2150127",82,304
"2150128",174,606
"2150129",46,39
"2150130",185,236
"2150131",0,11
"2150132",71,260
"2150133",12,20
"2150134",570,560
"2150135",301,451
"2150136",304,491
"2150137",9,9
"2150138",24,117
"2150139",50,114
"2150140",1,5
"2150141",13,29
"2150142",4,7
"2150143",1,1
"2150144",7,5
"2150145",65,296
"2150146",85,463
"2150147",14,32
"2150148",8,17
"2150149",5,29
"2150150",143,277
"2150151",26,132
"2150152",374,587
"2150153",17,91
"2150154",258,643
"2150155",82,156
"2150156",161,604
"2150157",121,340
"2150158",371,835
"2150159",28,114
"2150160",69,89
"2150161",260,563
"2150162",16,27
"2150163",15,39
"2150164",386,473
"2150165",165,189
"2150166",90,123
"2150167",153,143
"2150168",87,104
"2150169",74,156
"2150170",46,217
"2150171",0,11
"2150172",8,8
"2150173",209,314
"2150174",71,270
"2150175",149,351
"2150176",116,313
"2150177A",46,134
"2150177B",11,31
"2150178",11,5
"2150179",31,91
"2150180",16,46
"2150181",329,164
"2150182",44,180
"2150183",53,139
"2150184",12,4
"2150185",0,0
"2150186",11,67
"2150187",270,652
"2150188",390,480
"2150189",86,290
"2150190",68,105
"2150191",57,117
"2150192",39,96
"2150193",45,106
"2150194A",261,390
"2150194B",31,46
"2150194C",13,19
"2150194D",23,34
"2150195",204,185
"2150196",179,219
"2150197",32,187
"2150198A",19,62
"2150198B",11,39
"2150198C",10,34
"2150198D",14,46
"2150198E",7,22
"2150198F",0,0
"2150199",506,700
"2150200",474,709
"2150201",255,333
"2150202",235,194
"2150203",571,966
"2150204",93,143
"2150205",19,54
"2150206",150,345
"2150207",521,683
"2150209",62,175
"2150210",20,112
"2150211",125,320
"2150212",100,94
"2150213",22,54
"2150215",133,274
"2150216",191,501
"2150217",15,47
"2150218",66,206
"2150219",100,270
"2150220",84,152
"2150221",181,357
"2150222",5,2
"2150223",89,105
"2150224",78,48
"2150225",29,85
"2150226",6,13
"2150227",165,807
"2150228",506,1828
"2150229",89,248
"2150230",112,153
"2150231",54,77
"2150232",98,279
"2150233",0,1
"2150234",228,854
"2150235",71,73
"2150236",159,143
"2150237",55,283
"2150238",21,25
"2150239",325,528
"2150240",110,215
"2150241",19,78
"2150242",6,7
"2150243",13,22
"2150244",101,180
"2150245A",19,55
"2150245B",2,10
"2150246",2,0
"2150247",24,41
"2150248",4,10
"2150249",57,100
"2150250",4,37
"2150251",1,5
"2150252",5,3
"2150253",51,116
"2150254",19,34
"2150255",33,62
"2150256",10,83
"2150257",27,178
"2170002",386,140
"2170003",245,277
"2170004",913,291
"2170005",248,42
"2170006",169,36
"2170007",273,49
"2170008",110,21
"2170009",161,44
"2170010",708,230
"2170012",361,57
"2170013",1159,201
"2170014",543,63
"2170015",169,33
"2170016",147,34
"2170018",86,10
"2170019",174,30
"2170020",453,70
"2170021",900,196
"2170022",729,158
"2170023",192,71
"2170024",486,155
"2170027",308,72
"2190011",347,57
"2190014",352,51
"2190015",196,19
"2190016",916,148
"2190021",698,176
"2190024",333,55
"2190032",543,179
"2190033",51,5
"2190035",55,28
"2190036",71,64
"2190043",171,18
"2190044",298,99
"2190045A",381,117
"2190045B",179,55
"2190046",253,58
"2210001",561,124
"2210002",1641,377
"2210003",1365,296
"2210004",1130,266
"2210005",1264,239
"2210007",560,99
"2210008",1313,289
"2210009",2055,418
"2210010",2419,499
"2210011",846,171
"2210012",773,175
"2210013",1572,358
"2210014",1635,379
"2210015",219,49
"2210016",2853,565
"2230001",918,262
"2230002",512,208
"2230003",642,247
"2230004",612,102
"2230005",234,34
"2230008",125,28
"2230011",332,84
"2230012",151,22
"2230013",367,88
"2230014",461,73
"2230016",537,81
"2230017",523,121
"223001A",760,171
"2230020",291,41
"2230023",133,19
"2230024",357,46
"2230025",175,25
"223002A",311,276
"2230036",438,55
"223003A",669,176
"223004A",734,206
"2250001",375,205
"2250002",559,220
"2250003",236,412
"2250004",685,239
"2250005",539,96
"2250006",431,146
"2250007",481,55
"2250008",200,36
"2250009",244,17
"2250010",151,31
"2250011",71,14
"2250012",75,12
"2250014",229,27
"2250015",127,31
"2250016",156,8
"2250017",166,11
"2250018",62,32
"2250019",270,72
"2250020",129,9
"2250021",154,42
"2250022",127,34
"2270011",235,200
"2270012",97,85
"2270013",79,66
"2270014",33,28
"2270016",21,18
"2270024",189,37
"2270025",524,103
"2270026",306,55
"2270032",41,12
"2270033",534,176
"2270034",484,155
"2270035",129,42
"2270037",0,0
"2270042",232,70
"2270045",251,83
"2270046",275,91
"2270103",37,29
"2270104",15,10
"2270105",0,0
"227012A",22,15
"2270205",566,109
"2270207",448,58
"2270208",77,5
"2270209",0,0
"2270304",180,54
"2270404",192,64
"2270405",82,20
"2270408",24,0
"2270409",256,18
"227207C",291,40
"2290001",143,92
"2290002",107,120
"2290004",90,55
"229003N",57,34
"229003S",59,51
"2310101",485,67
"2310102",550,108
"2310103",355,50
"2310104",458,85
"2310105",230,123
"2310106",545,284
"2310107",1062,414
"2310108",465,260
"2310109",542,121
"2310210",285,87
"2310211",290,78
"2310212",440,185
"2310213",463,53
"2310214",1285,242
"2310215",2315,507
"2310216",976,221
"2310217",763,146
"2310318",349,47
"2310319",797,120
"2310320",839,197
"2310321",541,126
"2310322",363,87
"2310323",1271,223
"2310324",981,227
"2310325",1251,295
"2310426",192,69
"2310427",644,647
"2310428",594,451
"2310429",191,62
"2310430",198,78
"2310431",188,81
"2310432",352,33
"2310433",211,605
"2310434",626,108
"2330011",913,81
"2330014",999,141
"2330021",1661,143
"2330023",148,22
"2330031",769,67
"2330033",682,84
"2330041",39,4
"2330042",619,193
"2350100",156,23
"2350200",152,22
"2350300",122,17
"2350400",190,31
"2370001",501,60
"2370002",525,57
"2370003",91,9
"2370004",430,44
"2370005",378,25
"2370006",566,77
"2390001",741,258
"2390002",923,142
"2390003",967,161
"2390004",162,25
"2390005",280,40
"2390006",223,71
"2390007",57,15
"2390008",244,40
"2390009",305,40
"2410001",25,8
"2410002",381,33
"2410003",476,93
"2410004",362,54
"2410005",83,13
"2410006",390,186
"2410007",200,144
"2410008",251,201
"2410009",905,115
"2410010",809,84
"2410011",246,25
"2410012",257,52
"2410013",225,55
"2410014",976,222
"2410015",1210,133
"2410016",123,11
"2410017",680,55
"2410019",988,223
"2410020",274,293
"2410021",525,261
"2430001",212,142
"2430002",124,91
"2430003",171,93
"2430004",78,39
"2430005",98,66
"2450001",67,720
"2450002",93,390
"2450003",52,813
"2450004",618,325
"2450005",388,440
"2450006",180,441
"2450007",305,421
"2450008",10,300
"2450009",1929,391
"2450010",46,211
"2450011",38,142
"2450012",6,226
"2450013",5,173
"2450014",30,577
"2450015",39,488
"2450016",15,149
"2450017",582,785
"2450018",17,690
"2450019",39,590
"2450020",44,432
"2450021",77,58
"2450022",814,1292
"2450023",307,941
"2450024",226,71
"2450025",913,260
"2450026",879,600
"2450027",347,389
"2450028",149,308
"2450029",866,107
"2450030",585,70
"2450031",637,92
"2450032",97,35
"2450033",727,367
"2450034",30,845
"2450035",409,75
"2450036",652,165
"2450037",1042,303
"2450038",1053,198
"2450039",22,941
"2450040",1291,282
"2450041",61,24
"2450042",1094,260
"2450043",931,256
"2450044",156,200
"2450045",128,341
"2450046",126,346
"2450047",156,426
"2450048",48,302
"2450049",28,136
"2450050",116,827
"2450051",11,138
"2450052",5,216
"2450053",37,570
"2450054",10,208
"2450055",6,159
"2450056",1487,342
"2450057",10,323
"2450058",23,12
"2450059",10,454
"2450060",1215,370
"2450061",449,352
"2450062",1078,482
"2450063",28,620
"2450064",86,350
"2450065",892,299
"2450066",615,180
"2450067",112,968
"2450068",709,585
"2450069",1232,420
"2450070",381,636
"2450071",42,11
"2450072",471,751
"2450073",1075,444
"2450074",1379,245
"2450075",45,343
"2450076",52,288
"2450077",32,577
"2450078",345,643
"2450079",760,464
"2450080",119,23
"2450081",11,325
"2450082",383,660
"2450083",543,136
"2450084",24,549
"2450085",74,681
"2450086",357,299
"2450087",75,459
"2450088",173,363
"2450089",53,145
"2450090",14,18
"2450091",366,43
"2450092",457,242
"2450093",61,248
"2450094",927,374
"2450095",184,103
"2450096",34,172
"2450097",0,0
"2450098",126,79
"2450099",84,223
"2450100",995,678
"2450101",1,0
"2450102",62,21
"2450103",16,3
"2450104",42,8
"2450105",16,59
"2450106",8,7
"2450107",1,0
"2450108",245,36
"2450109",96,25
"2470001",52,257
"2470002",120,269
"2470003",98,213
"2470004",72,300
"2470005",3,6
"2490001",53,121
"2490002",175,66
"2490003",481,145
"2490004",205,287
"2490005",29,81
"2490006",125,262
"2490007",653,515
"2490008",960,317
"2490009",72,150
"2490010",155,596
"2490011",97,191
"2490012",280,471
"2490013",30,136
"2490014",61,42
"2490015",244,353
"2490016",60,239
"2490017",244,415
"2490018",61,89
"2490019",120,32
"2490020",46,225
"2490022",144,424
"2510001",421,84
"2510002",2037,526
"2510003",1769,568
"2510004",2555,921
"2510005",1844,492
"2510006",259,51
"2510007",2944,794
"2510008",2100,1121
"2510009",541,81
"2510010",1294,416
"2510011",1830,403
"2510012",1331,290
"2510013",882,216
"2510014",230,34
"2510015",757,152
"2510016",271,71
"2510017",1070,423
"2510018",1472,510
"2510019",2663,723
"2510020",266,225
"2510021",741,151
"2510022",1418,590
"2510023",1006,184
"2510024",589,133
"2510025",518,188
"2510026",685,118
"2510027",1101,183
"2510028",864,200
"2510029",469,101
"2510030",532,96
"2510031",596,115
"2510032",1331,340
"2510033",528,105
"2510034",833,309
"2510035",1877,404
"2510036",258,176
"2530101",527,104
"2530102",45,31
"2530103",167,57
"2530201",629,195
"2530202",103,29
"2530203",138,18
"2530301",130,13
"2530302",506,60
"2530303",607,70
"2530401",689,92
"2530402",531,147
"2550001",426,339
"2550002",93,13
"2550003",99,4
"2550004",336,185
"2550005",235,114
"2550006",166,14
"2550007",336,38
"2550008",89,35
"2550009",114,20
"2550010",159,10
"2550011",233,91
"2550012",258,108
"2550013",30,1
"2550014",153,214
"2550015",26,18
"2570001",862,456
"2570002",518,147
"2570003",1762,779
"2570004",1856,623
"2570005",292,685
"2570006",925,200
"2570007",1694,1225
"2570008",565,365
"2570009",733,194
"2570010",1138,186
"2570011",817,308
"2570012",792,146
"2570013",957,720
"2570014",1176,741
"2570015",1150,218
"2570016",1263,222
"2570017",936,145
"2570018",965,232
"2570019",983,359
"2570020",580,177
"2570021",958,192
"2570022",567,96
"2570023",458,134
"2570024",558,199
"2570025",286,168
"2570026",140,468
"2570027",1460,648
"2570028",632,151
"2570029",822,950
"2570030",727,183
"2591010",1209,400
"2591110",2236,524
"2592020",1353,206
"2592080",1929,423
"2592120A",2146,540
"2592120B",26,6
"2593030",1423,248
"2593040",1819,477
"2593060",363,62
"2594050",1250,389
"2594070",193,40
"2594100",1742,437
"2610001",23,13
"2610002",18,24
"2610003",4,12
"2610004",24,5
"2610005",4,3
"2610006",6,8
"2630101",89,13
"2630201",18,2
"2630202",42,3
"2630301",51,9
"2630302",21,1
"2630401",56,9
"2650101",1443,352
"2650107",493,99
"2650109",733,171
"2650113",810,269
"2650118",182,55
"2650119",923,380
"2650202",1140,220
"2650211",468,166
"2650215",1497,333
"2650220",1513,311
"2650303",553,114
"2650308",251,86
"2650312",1500,649
"2650314",583,412
"2650404",558,71
"2650405",907,265
"2650406",1546,353
"2650410",168,14
"2650416",870,195
"2650417",851,234
"2670001",365,50
"2670002",162,25
"2670003",139,19
"2670004",179,26
"2670006",173,17
"2670007",213,18
"2670009",261,39
"2690001",31,1
"2690002",20,0
"2690003A",9,1
"2690003B",23,1
"2690004",33,3
"2710001",253,61
"2710002",144,101
"2710003",99,101
"2710004",294,60
"2730011",510,378
"2730012",406,238
"2730013",274,399
"2730014",84,120
"2730021",33,96
"2730022",207,250
"2730023",185,337
"2730024",258,295
"2730031",392,282
"2730032",236,261
"2730033",256,135
"2730034",206,110
"2730035",320,213
"2730041",38,147
"2730042",74,236
"2730043",274,385
"2730044",85,139
"2730045",65,245
"2750101",255,55
"2750201",93,16
"2750202",120,27
"2750301",151,41
"2750302",37,4
"2750401",183,75
"277001B",133,9
"277001C",142,18
"277001D",269,41
"277001E",365,70
"277001F",431,50
"277001G",226,40
"277001H",291,28
"277001I",50,8
"277002D",272,72
"277002E",272,49
"277002F",98,14
"277002G",288,78
"277003D",399,44
"277003E",653,69
"277003F",270,33
"277003G",284,35
"277003I",656,84
"277004B",808,134
"277004C",148,27
"277004D",767,60
"277004E",345,42
"277004F",801,145
"277004G",987,142
"2771A3B",257,139
"2771A5A",365,264
"2771E7C",464,121
"2772A1A",139,318
"2772B2A",165,306
"2772C3A",365,261
"2773C7G",1033,437
"2773H3C",254,92
"2774A6E",595,205
"2790001",328,82
"2790002",97,85
"2790003",260,47
"2790004",37,0
"2790005",156,37
"2790006",122,32
"2790007",43,3
"2790008",790,165
"2790009",312,134
"2790010",168,27
"2790011",310,43
"2790012",94,8
"2810001",731,289
"2810002",1563,306
"2810003",641,217
"2810004",540,129
"2810005",309,34
"2810006",279,35
"2810007",350,72
"2810008",750,210
"2810009",773,199
"2830001",225,200
"2830002",55,115
"2830003",93,185
"2830004",48,4
"2830005",114,165
"2830006",79,87
"283003A",8,0
"2850001",521,58
"2850002",718,141
"2850007",145,33
