CNTYVTD,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"2010509",1646,1194
"2010510",800,1301
"2010511",2238,1842
"2010512",754,1483
"2010513",1330,650
"2010514",1614,954
"2010515",1593,539
"2010516",683,803
"2010517",783,1213
"2010518",1200,1055
"2010519",1047,586
"2010520",270,1613
"2010521",705,962
"2010522",1274,556
"2010523",1037,828
"2010524",484,1293
"2010525",380,1387
"2010526",77,262
"2010527A",73,98
"2010527B",0,0
"2010528",2,27
"2010529",1795,383
"2010530",89,395
"2010531",970,333
"2010532",341,195
"2010533",189,212
"2010534",1442,692
"2010535",43,112
"2010536",884,1835
"2010537",1564,663
"2010538",18,416
"2010539",397,453
"2010540",406,1064
"2010541",351,2212
"2010542",88,1230
"2010543",182,583
"2010544",9,100
"2010545",1071,1332
"2010546",1340,320
"2010547",921,513
"2010548",464,698
"2010549",134,1108
"2010550",496,811
"2010551",2259,911
"2010552",1982,605
"2010553",433,879
"2010554",154,586
"2010555",137,661
"2010556",212,767
"2010557",370,820
"2010558",635,1599
"2010559",457,1807
"2010560",82,347
"2010561",820,566
"2010562",35,236
"2010563",1579,627
"2010564",355,1539
"2010565",74,298
"2010566",322,1062
"2010567",296,853
"2010568",1315,985
"2010569",1041,1537
"2010570",234,711
"2010571",185,476
"2010572",646,1114
"2010573",13,590
"2010574",17,120
"2010575",1068,1069
"2010576",68,1175
"2010577",619,556
"2010578",754,597
"2010579",71,347
"2010580",13,366
"2010581",8,459
"2010582",38,567
"2010583",20,451
"2010584",30,361
"2010585",53,772
"2010586",1087,999
"2010587",401,1048
"2010588",1383,903
"2010589",757,1094
"2010590",1054,412
"2010591",208,670
"2010592",139,542
"2010593",851,1304
"2010594",355,1034
"2010595",94,631
"2010596",630,883
"2010597",509,1021
"2010598",796,1914
"2010599",501,1124
"2010600",647,1446
"2010601",1798,861
"2010602",553,303
"2010603",1353,1307
"2010604",1635,330
"2010605",403,1549
"2010606",8,334
"2010607",24,211
"2010608",56,130
"2010609",1335,1150
"2010610",359,647
"2010611",38,939
"2010612",1558,612
"2010613",183,964
"2010614",625,1586
"2010615",593,657
"2010616",1339,918
"2010617",581,1475
"2010618",712,1225
"2010619",2134,1054
"2010620",898,983
"2010621",236,424
"2010622",1272,1263
"2010623",1199,910
"2010624",315,118
"2010625",579,588
"2010626",1296,1407
"2010627",355,1008
"2010628",370,759
"2010629",22,161
"2010630",220,2844
"2010631",1044,650
"2010632",1,2
"2010633",1662,951
"2010634",829,792
"2010635",1330,566
"2010636",2573,355
"2010637",309,1026
"2010638",79,863
"2010639",1067,355
"2010640",992,1018
"2010641",1118,908
"2010642",866,315
"2010643",910,1259
"2010644",1301,1174
"2010645",864,1725
"2010646",304,830
"2010647",489,1151
"2010648",1360,749
"2010649",530,1561
"2010650",1616,942
"2010651",977,1109
"2010652",243,1302
"2010653",44,185
"2010654",1415,1501
"2010655",1147,1215
"2010656",51,1143
"2010657",246,547
"2010658",881,685
"2010659",2089,1044
"2010660",165,1564
"2010661",1072,1362
"2010662",1953,564
"2010663",701,894
"2010664",211,922
"2010665",1171,345
"2010666",0,0
"2010667",932,433
"2010668",1179,971
"2010669",1431,811
"2010670",1630,531
"2010671",846,884
"2010672",1175,687
"2010673",1370,387
"2010674",1835,846
"2010675",0,1
"2010676",466,899
"2010677",135,448
"2010678",105,1120
"2010679",1288,703
"2010680",38,76
"2010681",19,42
"2010682",1661,718
"2010683",27,101
"2010684",1101,897
"2010685",50,52
"2010686",17,58
"2010687",1072,695
"2010688",2004,661
"2010689",487,797
"2010690",1637,648
"2010691",1820,637
"2010692",1131,545
"2010693",81,293
"2010694",408,763
"2010695",421,342
"2010696",526,382
"2010697",372,1178
"2010698",167,1337
"2010699",878,626
"2010700",679,152
"2010701",94,161
"2010702",30,174
"2010703",843,406
"2010704",1507,376
"2010705",40,309
"2010706",514,925
"2010707",250,198
"2010708",62,142
"2010709",1166,1310
"2010710",635,799
"2010711",1080,1368
"2010712",650,1448
"2010713",428,601
"2010714",46,76
"2010715",282,415
"2010716",894,426
"2010717",130,906
"2010718",1807,1209
"2010719",336,358
"2010720",1721,1041
"2010721",1054,753
"2010722",141,1988
"2010723",184,812
"2010724",357,229
"2010725",403,653
"2010726",1210,197
"2010727",292,872
"2010728",274,248
"2010729",125,136
"2010730",917,670
"2010731A",580,970
"2010731B",284,473
"2010732",632,517
"2010733",21,69
"2010734",1689,1061
"2010735",140,129
"2010736",0,12
"2010737",16,11
"2010738",90,400
"2010739",468,641
"2010740",172,163
"2010741",253,778
"2010742",1073,797
"2010743",25,51
"2010744",683,605
"2010745",812,673
"2010746",143,202
"2010747",799,1359
"2010748",278,378
"2010749",24,100
"2010750",175,173
"2010751",2047,1607
"2010752",469,266
"2010753",98,170
"2010754",24,395
"2010755",809,1616
"2010756",248,590
"2010757",314,1931
"2010758",1905,690
"2010759",813,761
"2010760A",0,0
"2010760B",1055,310
"2010761",771,390
"2010762",587,809
"2010763",140,416
"2010764A",588,508
"2010764B",872,754
"2010765",674,1778
"2010766",38,138
"2010767",16,23
"2010768",1178,453
"2010769",10,66
"2010770",42,77
"2010771",230,374
"2010772",2045,976
"2010773",590,1484
"2010774",33,129
"2010775",6,29
"2010776",888,783
"2010777",62,154
"2010778",0,0
"2010779",69,249
"2010780",80,161
"2010781",510,1057
"2010782",707,561
"2010783",18,275
"2010784",11,416
"2010785",897,1086
"2010786",129,359
"2010787",59,173
"2010788",2,1
"2010789",855,742
"2010790",421,977
"2010791",2,11
"2010792",191,661
"2010793",563,562
"2010794A",68,587
"2010794B",0,0
"2010795",134,396
"2010796",582,1019
"2010797",0,0
"2010798",108,224
"2010799",10,65
"2010800",1267,990
"2010801",41,87
"2010802",3,14
"2010803",1859,1004
"2010804",1546,1749
"2010805",1382,458
"2010806",789,558
"2010807",143,746
"2010808",50,202
"2010809",20,8
"2010810",9,44
"2010811",31,108
"2010812",0,0
"2010813",737,1300
"2010814",426,1843
"2010815",0,0
"2010816",5,15
"2010817",2027,1025
"2010818",50,205
"2010819",44,45
"2010820",0,0
"2010821",60,326
"2010822",29,591
"2010823",739,797
"2010824",242,1013
"2010825",4,7
"2010826",99,140
"2010827",102,243
"2010828",970,326
"2010829",20,45
"2010830",0,0
"2010831",3,7
"2010832",28,114
"2010833",1,5
"2010834",17,122
"2010835",31,83
"2010836",10,126
"2010837",0,3
"2010838",0,0
"2010839",91,385
"2010840",292,609
"2010841",377,1321
"2010842",563,997
"2010843",130,639
"2010844",0,5
"2010845",89,49
"2010846",8,73
"2010847",239,930
"2010848",289,784
"2010849",297,810
"2010850",46,82
"2010851",1382,841
"2010852",0,0
"2010853",1348,548
"2010854",7,57
"2010855",4,1
"2010856",0,0
"2010857",0,0
"2010858",3,134
"2010859",94,359
"2010860",0,0
"2010861",139,774
"2010862A",1062,869
"2010862B",66,55
"2010862C",92,76
"2010862D",0,0
"2010863",15,174
"2010864",215,800
"2010865",1,8
"2010866",0,0
"2010867",0,0
"2010868",253,749
"2010869",25,138
"2010870",0,0
"2010871",1,3
"2010872",6,7
"2010873",89,280
"2010874",1418,667
"2010875",980,1272
"2010876",1632,871
"2010877",731,1522
"2010878",624,236
"2010879",539,847
"2010880",1168,543
"2010881",774,2619
"2010882",623,1727
"2010883",359,2198
"2010884",21,146
"2010885",882,831
"2010886",217,278
"2010887",109,197
"2010888",321,750
"2010889",31,123
"2010890",262,545
"2010891",294,551
"2010892",149,500
"2010893",0,1
"2010894",135,911
"2010895",220,410
"2010896",350,876
"2010897",487,614
"2010898",328,686
"2010899",451,387
"2010900",1,6
"2010901",0,0
"2010902",803,1015
"2010903",1204,464
"2010904",0,0
"2010905",156,262
"2010906",11,9
"2010907",2,67
"2010908",0,2
"2010909",1,8
"2010910",19,50
"2010911",176,123
"2010912",450,330
"2010913",23,114
"2010914",7,27
"2010915",0,0
"2010916",1361,513
"2010917",3,21
"2010918",1,1
"2010919",0,0
"2010920",25,21
"2010921",2,24
"2010922",0,0
"2010923",1743,713
"2010924",0,0
"2010925",0,0
"2010926",441,235
"2010927",558,660
"2010928",0,3
"2010929",0,0
"2010930",10,173
"2010931",38,45
"2010932",0,0
"2010933",89,294
"2010934",3,5
"2010935",5,11
"2010936",8,13
"2010937",0,0
"2010938",24,80
"2010939",0,1
"2010940",0,9
"2010941",150,217
"2010942",75,46
"2010943",56,156
"2010944",0,1
"2010945",1,7
"2010946",2,4
"2010947",246,348
"2010948",0,0
"2010949",64,71
"2010950A",0,0
"2010950B",0,0
"2010951",26,118
"2010952",25,24
"2010953",0,2
"2010954",0,0
"2010955",2774,1508
"2010956",0,0
"2010957",38,262
"2010958",89,445
"2010959",0,0
"2010960",174,791
"2010961",139,800
"2010962",6,40
"2010963",126,207
"2010964",1368,1257
"2010965",84,28
"2010966",111,364
"2010967",16,59
"2010968",120,589
"2010969",8,318
"2010970",26,204
"2010971",0,0
"2010972",0,0
"2010973",363,303
"2010974",0,0
"2010975",53,67
"2010976",124,157
"2010977",82,154
"2010978",0,0
"2010979",0,0
"2010980",630,303
"2010981",0,14
"2010982",2048,866
"2010983",37,70
"2010984",9,86
"2010985",97,117
"2010986",26,139
"2010987",42,479
"2010988",55,11
"2010989",0,0
"2010990",7,5
"2010991",0,0
"2010992",224,306
"2010993",0,0
"2010994",23,71
"2010995",86,839
"2010996",212,188
"2010997",73,511
"2010998",20,15
"2010999",0,0
"2011000",23,122
"2011001",137,539
"2011002",85,479
"2011003",0,0
"2011004",183,248
"2011005",0,0
"2011006",0,0
"2011007",188,730
"2011008",505,158
"2011009",0,0
"2011010",66,404
"2011011",9,7
"2011012",199,562
"2030001",819,372
"2030002",269,508
"2030003",64,748
"2030004",520,323
"2030005",421,108
"2030006",621,148
"2030007",361,151
"2030008",1132,382
"2030009",518,247
"2030010",476,121
"2030011",175,96
"2030012",2248,355
"2030013",766,82
"2030014",598,160
"2030015",572,61
"2030016",272,58
"2030017",401,396
"2030018",398,69
"2030019",1428,310
"2030020",982,278
"2030021",275,124
"2030022",332,467
"2030023",306,14
"2030024",258,57
"2030025",1691,286
"2030026",259,48
"2050101",160,19
"2050102",97,6
"2050201",135,11
"2050202",273,23
"2050301",427,35
"2050401",339,43
"2070001",158,39
"2070002",251,58
"2070003",209,63
"2070004",95,31
"2070005",143,41
"2070006",148,17
"2070007",42,7
"2070008",51,19
"2070009",105,19
"2070010",72,10
"2090110",449,595
"2090111",51,144
"2090112",247,844
"2090113",548,1639
"2090120",532,2208
"2090125",500,895
"2090127",1224,1671
"2090129",911,1722
"2090221",1237,1453
"2090223",502,763
"2090224",2275,2146
"2090225",627,383
"2090226",986,864
"2090228",1668,2921
"2090229",248,558
"2090230",472,395
"2090232",809,475
"2090234",194,288
"2090236",514,309
"2090238",13,14
"2090301",0,0
"2090315",1263,900
"2090316",390,458
"2090317",58,191
"2090318",17,49
"2090330",255,724
"2090332",631,1554
"2090333",1625,1179
"2090334",350,1504
"2090335",1353,892
"2090336",931,1631
"2090337",2039,1373
"2090339",535,251
"2090413",96,519
"2090414",147,633
"2090415",229,997
"2090416",17,31
"2090417",512,546
"2090418",1,1
"2090419",529,548
"2090420",300,240
"2090421A",15,10
"2090421B",6,4
"2090440",872,527
"2090441A",1237,770
"2090441B",2,1
"2090442",923,992
"2090443",2163,1625
"2090444",2449,1743
"2090447",638,686
"2090449",1580,948
"2110101",219,42
"2110201",220,40
"2110202",18,0
"2110301",334,41
"2110302",29,1
"2110303",67,9
"2110401",186,14
"2110402",64,14
"2130002",284,64
"2130003",173,363
"2130004",1403,386
"213001A",692,148
"213001M",731,270
"213001T",698,174
"213002E",934,172
"213003B",1259,200
"213003C",2003,373
"213003M",625,123
"213003N",846,147
"213004A",227,131
"213004W",498,93
"21301CR",1195,185
"21301MN",547,157
"21301TC",1119,258
"21303WS",640,121
"21304BV",390,84
"21304CC",684,208
"21304MS",116,139
"21304PF",236,49
"21304SE",1519,315
"2132GBN",1264,315
"2132GBS",800,176
"2132PSN",1225,300
"2132PSS",648,114
"2134NYL",501,60
"2150001",52,185
"2150002",267,466
"2150003",88,338
"2150004",446,1325
"2150005",131,637
"2150006",396,463
"2150007",555,840
"2150008",395,387
"2150009",523,852
"2150010",236,630
"2150011",127,805
"2150012",45,89
"2150013",587,1135
"2150014",173,425
"2150015",84,145
"2150016",146,1135
"2150017",153,694
"2150018",30,67
"2150019",42,59
"2150020",68,303
"2150021",48,105
"2150022",54,198
"2150023",215,583
"2150024",47,17
"2150025",389,654
"2150026",61,252
"2150027",67,250
"2150028",281,590
"2150029",154,189
"2150030",455,1116
"2150031",237,412
"2150032",268,677
"2150033",166,571
"2150034",121,284
"2150035",314,929
"2150036",366,1035
"2150037",123,264
"2150038",615,831
"2150039",135,530
"2150040",128,589
"2150041",205,772
"2150042",370,849
"2150043",403,1141
"2150044",64,280
"2150045",269,432
"2150046",35,79
"2150047",143,390
"2150048",235,834
"2150049",268,695
"2150050",214,746
"2150051",106,922
"2150052",804,1271
"2150053",699,1643
"2150054",349,395
"2150055",224,744
"2150056",299,781
"2150057",75,210
"2150058",372,785
"2150059",157,536
"2150060",327,696
"2150061",182,548
"2150062",848,843
"2150063",66,161
"2150064",102,521
"2150065",128,252
"2150066",153,352
"2150067",377,610
"2150068",360,819
"2150069",345,773
"2150070",145,396
"2150071A",9,35
"2150071B",4,14
"2150072",194,387
"2150073",763,699
"2150074",136,208
"2150075",17,15
"2150076",12,2
"2150077",185,486
"2150078",167,610
"2150079",89,350
"2150080",64,327
"2150081",818,1339
"2150082",0,3
"2150083",847,875
"2150084",120,263
"2150085",338,899
"2150086",114,170
"2150087",297,810
"2150088",304,1043
"2150089",1,4
"2150090",277,1559
"2150091",107,229
"2150092",20,67
"2150093",41,43
"2150094",183,490
"2150095",220,947
"2150096",617,799
"2150097A",260,606
"2150097B",17,39
"2150098",385,1015
"2150099",371,1222
"2150100",261,897
"2150101",292,233
"2150102",290,243
"2150103",634,763
"2150104",247,636
"2150105",440,918
"2150106",945,1489
"2150107",310,758
"2150108",181,755
"2150109",291,927
"2150110",98,270
"2150111",395,670
"2150112",119,464
"2150113",561,994
"2150114",842,907
"2150115",316,825
"2150116",217,451
"2150117",275,1037
"2150118",252,494
"2150119",96,325
"2150120",227,642
"2150121",22,49
"2150122",231,887
"2150123",120,295
"2150124",302,399
"2150125",97,233
"2150126",226,436
"2150127",81,305
"2150128",174,608
"2150129",46,41
"2150130",189,229
"2150131",0,10
"2150132",69,260
"2150133",12,20
"2150134",573,549
"2150135",305,446
"2150136",311,486
"2150137",8,10
"2150138",25,117
"2150139",53,110
"2150140",1,5
"2150141",13,29
"2150142",4,7
"2150143",1,1
"2150144",6,6
"2150145",68,294
"2150146",85,462
"2150147",17,29
"2150148",9,16
"2150149",6,27
"2150150",146,275
"2150151",25,131
"2150152",378,582
"2150153",17,91
"2150154",249,644
"2150155",82,152
"2150156",158,607
"2150157",125,336
"2150158",381,826
"2150159",28,113
"2150160",68,89
"2150161",273,546
"2150162",16,27
"2150163",16,38
"2150164",403,459
"2150165",163,190
"2150166",88,124
"2150167",153,144
"2150168",88,104
"2150169",76,155
"2150170",43,219
"2150171",1,11
"2150172",8,8
"2150173",217,304
"2150174",68,273
"2150175",153,347
"2150176",114,313
"2150177A",44,137
"2150177B",11,32
"2150178",10,6
"2150179",31,90
"2150180",20,42
"2150181",330,159
"2150182",38,186
"2150183",55,136
"2150184",12,4
"2150185",0,0
"2150186",11,65
"2150187",276,643
"2150188",401,472
"2150189",85,288
"2150190",72,101
"2150191",56,117
"2150192",42,94
"2150193",46,105
"2150194A",266,387
"2150194B",32,46
"2150194C",13,19
"2150194D",23,33
"2150195",199,189
"2150196",182,215
"2150197",31,187
"2150198A",18,63
"2150198B",11,40
"2150198C",10,35
"2150198D",13,46
"2150198E",6,22
"2150198F",0,0
"2150199",520,685
"2150200",466,715
"2150201",265,325
"2150202",235,194
"2150203",584,951
"2150204",98,139
"2150205",17,56
"2150206",149,346
"2150207",512,690
"2150209",61,176
"2150210",27,105
"2150211",126,321
"2150212",103,89
"2150213",21,55
"2150215",140,268
"2150216",192,499
"2150217",14,48
"2150218",74,201
"2150219",99,269
"2150220",81,155
"2150221",181,355
"2150222",5,2
"2150223",89,102
"2150224",79,47
"2150225",26,88
"2150226",6,13
"2150227",167,803
"2150228",521,1815
"2150229",94,242
"2150230",113,151
"2150231",54,78
"2150232",100,277
"2150233",0,1
"2150234",235,845
"2150235",71,72
"2150236",160,140
"2150237",56,282
"2150238",22,24
"2150239",325,532
"2150240",107,217
"2150241",21,75
"2150242",6,7
"2150243",14,22
"2150244",105,179
"2150245A",19,55
"2150245B",2,10
"2150246",1,1
"2150247",23,42
"2150248",4,10
"2150249",56,101
"2150250",2,39
"2150251",1,5
"2150252",5,3
"2150253",52,115
"2150254",17,36
"2150255",36,62
"2150256",12,79
"2150257",30,174
"2170002",392,132
"2170003",245,274
"2170004",910,289
"2170005",250,40
"2170006",172,34
"2170007",270,51
"2170008",111,19
"2170009",162,45
"2170010",711,228
"2170012",358,59
"2170013",1167,195
"2170014",542,65
"2170015",168,35
"2170016",146,35
"2170018",86,10
"2170019",171,30
"2170020",452,71
"2170021",912,186
"2170022",734,153
"2170023",197,68
"2170024",493,150
"2170027",309,70
"2190011",351,51
"2190014",354,49
"2190015",198,17
"2190016",911,152
"2190021",696,179
"2190024",338,50
"2190032",548,175
"2190033",53,3
"2190035",58,25
"2190036",71,64
"2190043",170,18
"2190044",298,100
"2190045A",377,119
"2190045B",178,56
"2190046",262,50
"2210001",560,124
"2210002",1645,369
"2210003",1369,292
"2210004",1135,257
"2210005",1263,237
"2210007",560,99
"2210008",1321,280
"2210009",2056,415
"2210010",2420,495
"2210011",847,169
"2210012",775,172
"2210013",1582,347
"2210014",1637,377
"2210015",220,48
"2210016",2864,548
"2230001",922,260
"2230002",512,209
"2230003",644,248
"2230004",611,104
"2230005",234,33
"2230008",128,25
"2230011",331,83
"2230012",151,22
"2230013",366,90
"2230014",461,74
"2230016",538,80
"2230017",522,123
"223001A",756,169
"2230020",289,43
"2230023",134,18
"2230024",352,48
"2230025",175,25
"223002A",309,277
"2230036",439,53
"223003A",661,185
"223004A",735,208
"2250001",380,204
"2250002",560,220
"2250003",239,410
"2250004",687,237
"2250005",538,97
"2250006",436,143
"2250007",484,52
"2250008",199,36
"2250009",241,20
"2250010",148,33
"2250011",70,15
"2250012",73,12
"2250014",225,33
"2250015",127,31
"2250016",157,9
"2250017",169,13
"2250018",61,33
"2250019",270,70
"2250020",128,9
"2250021",150,43
"2250022",128,33
"2270011",241,197
"2270012",97,81
"2270013",79,64
"2270014",33,28
"2270016",21,18
"2270024",190,36
"2270025",526,100
"2270026",307,53
"2270032",41,12
"2270033",535,175
"2270034",487,155
"2270035",129,41
"2270037",0,0
"2270042",233,68
"2270045",253,81
"2270046",278,90
"2270103",37,28
"2270104",15,10
"2270105",0,0
"227012A",22,15
"2270205",566,108
"2270207",450,54
"2270208",77,5
"2270209",0,0
"2270304",180,54
"2270404",194,62
"2270405",83,19
"2270408",22,0
"2270409",256,19
"227207C",296,35
"2290001",142,90
"2290002",105,115
"2290004",95,51
"229003N",59,31
"229003S",60,48
"2310101",489,65
"2310102",549,109
"2310103",354,50
"2310104",461,83
"2310105",231,124
"2310106",543,285
"2310107",1072,402
"2310108",471,257
"2310109",549,115
"2310210",286,87
"2310211",293,76
"2310212",432,189
"2310213",459,55
"2310214",1287,239
"2310215",2324,498
"2310216",982,213
"2310217",756,153
"2310318",348,47
"2310319",798,120
"2310320",846,186
"2310321",543,123
"2310322",360,89
"2310323",1276,216
"2310324",981,228
"2310325",1245,293
"2310426",198,67
"2310427",639,651
"2310428",590,446
"2310429",192,61
"2310430",191,84
"2310431",188,78
"2310432",351,33
"2310433",218,598
"2310434",629,105
"2330011",912,81
"2330014",996,141
"2330021",1664,138
"2330023",143,23
"2330031",769,66
"2330033",688,87
"2330041",38,4
"2330042",618,183
"2350100",159,21
"2350200",151,23
"2350300",122,18
"2350400",192,30
"2370001",494,64
"2370002",522,60
"2370003",88,9
"2370004",428,46
"2370005",377,27
"2370006",567,77
"2390001",739,257
"2390002",921,143
"2390003",967,162
"2390004",162,25
"2390005",278,41
"2390006",223,72
"2390007",59,13
"2390008",245,39
"2390009",304,41
"2410001",24,9
"2410002",382,32
"2410003",476,94
"2410004",365,52
"2410005",81,14
"2410006",391,184
"2410007",199,143
"2410008",253,196
"2410009",905,113
"2410010",809,82
"2410011",245,26
"2410012",259,50
"2410013",223,57
"2410014",983,216
"2410015",1215,133
"2410016",127,7
"2410017",678,56
"2410019",992,226
"2410020",275,292
"2410021",526,264
"2430001",209,148
"2430002",123,92
"2430003",174,92
"2430004",76,41
"2430005",100,63
"2450001",60,726
"2450002",96,388
"2450003",47,816
"2450004",600,338
"2450005",380,444
"2450006",180,441
"2450007",309,415
"2450008",13,297
"2450009",1925,389
"2450010",46,209
"2450011",37,143
"2450012",8,224
"2450013",5,171
"2450014",32,574
"2450015",40,488
"2450016",17,147
"2450017",586,781
"2450018",14,694
"2450019",40,589
"2450020",44,431
"2450021",78,56
"2450022",819,1284
"2450023",304,944
"2450024",224,72
"2450025",913,260
"2450026",878,598
"2450027",347,387
"2450028",148,306
"2450029",857,115
"2450030",582,73
"2450031",633,94
"2450032",98,34
"2450033",717,376
"2450034",31,843
"2450035",404,80
"2450036",652,164
"2450037",1039,309
"2450038",1051,199
"2450039",23,943
"2450040",1291,279
"2450041",60,25
"2450042",1090,263
"2450043",921,266
"2450044",155,201
"2450045",129,338
"2450046",124,347
"2450047",151,429
"2450048",51,300
"2450049",27,138
"2450050",117,823
"2450051",11,138
"2450052",6,217
"2450053",41,566
"2450054",10,210
"2450055",8,158
"2450056",1483,342
"2450057",8,325
"2450058",23,12
"2450059",8,455
"2450060",1219,366
"2450061",434,365
"2450062",1072,486
"2450063",26,623
"2450064",86,350
"2450065",889,301
"2450066",616,180
"2450067",111,971
"2450068",707,583
"2450069",1234,419
"2450070",385,632
"2450071",41,12
"2450072",472,751
"2450073",1069,455
"2450074",1373,250
"2450075",45,343
"2450076",49,291
"2450077",30,579
"2450078",337,648
"2450079",751,472
"2450080",118,23
"2450081",10,325
"2450082",380,661
"2450083",544,134
"2450084",24,550
"2450085",77,673
"2450086",354,301
"2450087",75,458
"2450088",174,361
"2450089",53,146
"2450090",14,18
"2450091",361,48
"2450092",459,240
"2450093",54,256
"2450094",917,379
"2450095",183,104
"2450096",34,172
"2450097",0,0
"2450098",125,79
"2450099",85,222
"2450100",985,686
"2450101",1,0
"2450102",62,22
"2450103",16,3
"2450104",42,8
"2450105",17,58
"2450106",8,7
"2450107",1,0
"2450108",244,36
"2450109",96,25
"2470001",58,252
"2470002",121,265
"2470003",99,212
"2470004",75,293
"2470005",2,7
"2490001",56,119
"2490002",180,62
"2490003",480,147
"2490004",205,287
"2490005",30,82
"2490006",125,262
"2490007",654,503
"2490008",964,313
"2490009",73,148
"2490010",166,587
"2490011",100,189
"2490012",283,467
"2490013",32,134
"2490014",62,43
"2490015",253,341
"2490016",62,236
"2490017",248,412
"2490018",65,87
"2490019",121,30
"2490020",47,224
"2490022",158,407
"2510001",421,81
"2510002",2051,515
"2510003",1766,569
"2510004",2574,902
"2510005",1846,487
"2510006",261,48
"2510007",2956,790
"2510008",2104,1115
"2510009",540,83
"2510010",1302,408
"2510011",1839,393
"2510012",1340,285
"2510013",878,219
"2510014",230,32
"2510015",754,154
"2510016",272,69
"2510017",1076,419
"2510018",1485,493
"2510019",2662,721
"2510020",272,217
"2510021",744,147
"2510022",1417,594
"2510023",996,195
"2510024",586,137
"2510025",528,176
"2510026",683,120
"2510027",1097,190
"2510028",875,193
"2510029",468,104
"2510030",537,88
"2510031",595,115
"2510032",1339,333
"2510033",530,103
"2510034",840,297
"2510035",1877,411
"2510036",253,180
"2530101",523,109
"2530102",45,31
"2530103",164,59
"2530201",628,193
"2530202",101,31
"2530203",140,17
"2530301",131,13
"2530302",498,65
"2530303",600,76
"2530401",692,88
"2530402",536,141
"2550001",428,336
"2550002",91,13
"2550003",97,6
"2550004",344,179
"2550005",233,115
"2550006",169,12
"2550007",331,41
"2550008",89,36
"2550009",115,16
"2550010",157,12
"2550011",237,87
"2550012",256,108
"2550013",30,1
"2550014",152,215
"2550015",27,17
"2570001",860,460
"2570002",523,144
"2570003",1780,763
"2570004",1846,633
"2570005",287,690
"2570006",925,201
"2570007",1704,1215
"2570008",566,366
"2570009",729,198
"2570010",1129,197
"2570011",816,306
"2570012",790,145
"2570013",966,709
"2570014",1184,730
"2570015",1146,221
"2570016",1265,216
"2570017",931,148
"2570018",973,225
"2570019",991,353
"2570020",582,172
"2570021",965,184
"2570022",569,94
"2570023",457,134
"2570024",555,201
"2570025",289,166
"2570026",139,467
"2570027",1472,636
"2570028",629,154
"2570029",826,946
"2570030",734,179
"2591010",1202,404
"2591110",2253,506
"2592020",1347,211
"2592080",1922,427
"2592120A",2148,537
"2592120B",26,6
"2593030",1425,243
"2593040",1810,485
"2593060",361,64
"2594050",1254,382
"2594070",194,38
"2594100",1740,433
"2610001",23,13
"2610002",18,22
"2610003",5,10
"2610004",22,7
"2610005",4,3
"2610006",6,8
"2630101",88,13
"2630201",18,2
"2630202",41,3
"2630301",50,10
"2630302",21,1
"2630401",57,8
"2650101",1446,344
"2650107",500,95
"2650109",736,167
"2650113",815,260
"2650118",182,54
"2650119",933,370
"2650202",1144,216
"2650211",470,163
"2650215",1499,331
"2650220",1522,300
"2650303",551,114
"2650308",253,84
"2650312",1523,619
"2650314",586,406
"2650404",558,70
"2650405",910,255
"2650406",1549,350
"2650410",168,13
"2650416",875,193
"2650417",848,237
"2670001",369,44
"2670002",161,27
"2670003",140,18
"2670004",181,24
"2670006",174,17
"2670007",212,17
"2670009",255,40
"2690001",29,2
"2690002",19,0
"2690003A",9,1
"2690003B",24,0
"2690004",33,3
"2710001",256,59
"2710002",142,106
"2710003",102,97
"2710004",292,61
"2730011",518,372
"2730012",405,239
"2730013",284,392
"2730014",85,118
"2730021",36,92
"2730022",213,245
"2730023",202,324
"2730024",269,282
"2730031",405,271
"2730032",246,247
"2730033",254,139
"2730034",205,113
"2730035",320,212
"2730041",46,141
"2730042",79,228
"2730043",281,373
"2730044",87,134
"2730045",70,241
"2750101",256,54
"2750201",91,18
"2750202",118,28
"2750301",150,45
"2750302",35,4
"2750401",184,72
"277001B",134,9
"277001C",142,21
"277001D",269,42
"277001E",360,72
"277001F",431,48
"277001G",223,43
"277001H",288,31
"277001I",50,9
"277002D",270,72
"277002E",267,56
"277002F",96,17
"277002G",288,77
"277003D",399,46
"277003E",650,68
"277003F",271,32
"277003G",283,36
"277003I",652,90
"277004B",806,136
"277004C",147,29
"277004D",777,56
"277004E",338,48
"277004F",805,145
"277004G",983,145
"2771A3B",260,136
"2771A5A",370,261
"2771E7C",458,127
"2772A1A",136,319
"2772B2A",164,309
"2772C3A",367,262
"2773C7G",1032,441
"2773H3C",253,94
"2774A6E",589,213
"2790001",331,79
"2790002",99,82
"2790003",260,48
"2790004",36,0
"2790005",156,36
"2790006",123,33
"2790007",44,3
"2790008",790,162
"2790009",315,128
"2790010",166,29
"2790011",305,45
"2790012",94,9
"2810001",744,275
"2810002",1553,313
"2810003",638,216
"2810004",547,119
"2810005",307,35
"2810006",278,36
"2810007",352,68
"2810008",758,202
"2810009",779,193
"2830001",226,200
"2830002",52,117
"2830003",94,184
"2830004",46,7
"2830005",115,164
"2830006",79,84
"283003A",8,1
"2850001",521,61
"2850002",721,139
"2850007",143,35
"2850008",411,55
"2850009",660,96
"2850011",174,21
"2850012",185,23
"2850015",92,19
"2850016",268,29
"2850017",190,16
"2850019",220,23
"2850020",52,9
"2850023",661,83
